ID TIME n private balances
1 1786572248.673 0 {} {}
1 1786572248.673 1 {} {'1': 0, '0': 0}
1 1786572248.673 5 None {'1': 1, '0': 0, '2': 0, '5': 0}
1 1786572248.673 9 None {'1': 1, '0': 0, '2': 3, '5': 0, '4': 0}
1 1786572248.673 13 None {'1': 1, '0': 0, '2': 3, '5': 0, '4': 3}
1 1786572248.673 16 None {'1': 4, '0': 0, '2': 3, '5': 0, '4': 3}
1 1786572248.673 23 None {'1': 4, '0': 0, '2': 5, '5': 0, '4': 3, '3': 0}
1 1786572248.673 28 None {'1': 4, '0': 0, '2': 5, '5': 0, '4': 9, '3': 0}
1 1786572248.673 30 None {'1': 4, '0': 0, '2': 5, '5': 4, '4': 9, '3': 0}
1 1786572248.673 32 None {'1': 4, '0': 0, '2': 5, '5': 4, '4': 9, '3': 1}
1 1786572248.673 34 None {'1': 5, '0': 0, '2': 5, '5': 4, '4': 9, '3': 1}
1 1786572248.673 39 None {'1': 5, '0': 0, '2': 5, '5': 5, '4': 9, '3': 1}
1 1786572248.673 44 None {'1': 5, '0': 0, '2': 5, '5': 5, '4': 13, '3': 1}
1 1786572248.673 50 None {'1': 5, '0': 0, '2': 5, '5': 5, '4': 13, '3': 5}
1 1786572248.673 52 None {'1': 5, '0': 0, '2': 10, '5': 5, '4': 13, '3': 5}
1 1786572248.673 57 None {'1': 5, '0': 0, '2': 10, '5': 5, '4': 14, '3': 5}
1 1786572248.673 61 None {'1': 9, '0': 0, '2': 10, '5': 5, '4': 14, '3': 5}
1 1786572248.673 66 None {'1': 9, '0': 0, '2': 13, '5': 5, '4': 14, '3': 5}
1 1786572248.673 71 None {'1': 9, '0': 0, '2': 13, '5': 9, '4': 14, '3': 5}
1 1786572248.673 73 None {'1': 9, '0': 0, '2': 13, '5': 9, '4': 14, '3': 9}
1 1786572248.673 79 None {'1': 9, '0': 0, '2': 13, '5': 9, '4': 15, '3': 9}
1 1786572248.673 82 None {'1': 9, '0': 0, '2': 13, '5': 14, '4': 15, '3': 9}
1 1786572248.674 87 None {'1': 9, '0': 0, '2': 15, '5': 14, '4': 15, '3': 9}
1 1786572248.674 90 None {'1': 13, '0': 0, '2': 15, '5': 14, '4': 15, '3': 9}
1 1786572248.674 94 None {'1': 13, '0': 0, '2': 15, '5': 16, '4': 15, '3': 9}
1 1786572248.674 96 None {'1': 13, '0': 0, '2': 18, '5': 16, '4': 15, '3': 9}
1 1786572248.674 101 None {'1': 14, '0': 0, '2': 18, '5': 16, '4': 15, '3': 9}
1 1786572248.674 104 None {'1': 14, '0': 0, '2': 18, '5': 16, '4': 15, '3': 13}
1 1786572248.674 108 None {'1': 14, '0': 0, '2': 18, '5': 16, '4': 17, '3': 13}
1 1786572248.674 114 None {'1': 17, '0': 0, '2': 18, '5': 16, '4': 17, '3': 13}
1 1786572248.674 119 None {'1': 17, '0': 0, '2': 18, '5': 16, '4': 17, '3': 18}
1 1786572248.674 122 None {'1': 17, '0': 0, '2': 22, '5': 16, '4': 17, '3': 18}
1 1786572248.674 127 None {'1': 19, '0': 0, '2': 22, '5': 16, '4': 17, '3': 18}
1 1786572248.674 131 None {'1': 19, '0': 0, '2': 22, '5': 16, '4': 21, '3': 18}
1 1786572248.674 135 None {'1': 19, '0': 0, '2': 22, '5': 19, '4': 21, '3': 18}
1 1786572248.674 140 None {'1': 22, '0': 0, '2': 22, '5': 19, '4': 21, '3': 18}
1 1786572248.674 145 None {'1': 22, '0': 0, '2': 22, '5': 19, '4': 25, '3': 18}
1 1786572248.674 148 None {'1': 22, '0': 0, '2': 22, '5': 23, '4': 25, '3': 18}
1 1786572248.674 152 None {'1': 22, '0': 0, '2': 24, '5': 23, '4': 25, '3': 18}
1 1786572248.674 156 None {'1': 22, '0': 0, '2': 24, '5': 23, '4': 25, '3': 21}
1 1786572248.674 160 None {'1': 22, '0': 0, '2': 24, '5': 26, '4': 25, '3': 21}
1 1786572248.674 164 None {'1': 22, '0': 0, '2': 27, '5': 26, '4': 25, '3': 21}
1 1786572248.674 167 None {'1': 22, '0': 0, '2': 27, '5': 26, '4': 25, '3': 24}
1 1786572248.674 171 None {'1': 22, '0': 0, '2': 27, '5': 26, '4': 27, '3': 24}
1 1786572248.675 175 None {'1': 22, '0': 0, '2': 27, '5': 29, '4': 27, '3': 24}
1 1786572248.675 178 None {'1': 22, '0': 0, '2': 27, '5': 29, '4': 27, '3': 27}
1 1786572248.675 184 None {'1': 24, '0': 0, '2': 27, '5': 29, '4': 27, '3': 27}
1 1786572248.675 188 None {'1': 24, '0': 0, '2': 32, '5': 29, '4': 27, '3': 27}
1 1786572248.675 193 None {'1': 24, '0': 0, '2': 32, '5': 29, '4': 27, '3': 30}
1 1786572248.675 195 None {'1': 24, '0': 0, '2': 32, '5': 33, '4': 27, '3': 30}
1 1786572248.675 200 None {'1': 24, '0': 0, '2': 32, '5': 33, '4': 28, '3': 30}
1 1786572248.675 206 None {'1': 24, '0': 0, '2': 36, '5': 33, '4': 28, '3': 30}
1 1786572248.675 209 None {'1': 24, '0': 0, '2': 36, '5': 38, '4': 28, '3': 30}
1 1786572248.675 212 None {'1': 24, '0': 0, '2': 36, '5': 38, '4': 28, '3': 32}
1 1786572248.675 216 None {'1': 24, '0': 0, '2': 36, '5': 38, '4': 30, '3': 32}
1 1786572248.675 219 None {'1': 24, '0': 0, '2': 36, '5': 41, '4': 30, '3': 32}
1 1786572248.675 222 None {'1': 24, '0': 0, '2': 36, '5': 41, '4': 30, '3': 34}
1 1786572248.675 229 None {'1': 24, '0': 0, '2': 36, '5': 41, '4': 32, '3': 34}
1 1786572248.675 232 None {'1': 24, '0': 0, '2': 36, '5': 47, '4': 32, '3': 34}
1 1786572248.675 234 None {'1': 24, '0': 0, '2': 36, '5': 47, '4': 32, '3': 36}
1 1786572248.675 240 None {'1': 24, '0': 0, '2': 36, '5': 47, '4': 33, '3': 36}
1 1786572248.675 245 None {'1': 29, '0': 0, '2': 36, '5': 47, '4': 33, '3': 36}
1 1786572248.675 249 None {'1': 29, '0': 0, '2': 40, '5': 47, '4': 33, '3': 36}
