ID TIME ROBOT_ID QLTY QTTY TOTAL
0 8.622 24 blue 8
0 9.807 1 blue 24
0 10.968 17 blue 40
0 13.042 15 blue 48
0 14.439 14 blue 64
0 15.61 19 blue 72
0 16.969 7 blue 86
0 18.934 2 blue 110
0 20.157 23 blue 126
0 21.27 6 blue 131
0 22.718 22 blue 147
0 24.005 21 blue 171
0 25.082 4 blue 186
0 26.635 19 blue 193
0 27.821 20 blue 215
0 29.103 7 blue 223
0 30.615 3 blue 255
0 32.524 23 blue 271
0 35.39 18 blue 285
0 37.279 16 blue 293
0 38.414 8 blue 308
0 39.584 4 blue 332
0 41.399 17 blue 348
0 44.048 24 blue 386
0 46.189 10 blue 402
0 47.23 20 blue 426
0 49.558 7 blue 433
0 51.138 15 blue 441
0 52.997 21 blue 457
0 54.752 16 blue 473
0 56.108 24 blue 481
0 57.562 2 blue 489
0 59.61 13 blue 510
0 60.66 12 blue 550
0 61.698 17 blue 558
0 63.028 19 blue 566
0 64.439 20 blue 574
0 69.166 8 blue 598
0 70.413 3 blue 603
0 71.96 16 blue 634
0 73.101 1 blue 650
0 74.401 25 blue 666
0 76.095 22 blue 682
0 78.539 17 blue 688
0 80.134 21 blue 704
0 82.818 13 blue 720
0 84.6 8 blue 768
0 86.722 20 blue 792
0 89.985 15 blue 816
0 91.487 22 blue 824
0 93.091 1 blue 856
0 96.652 24 blue 872
0 98.096 9 blue 885
0 99.283 6 blue 909
0 101.477 10 blue 917
0 102.874 2 blue 933
0 104.719 1 blue 949
0 106.689 23 blue 973
0 108.6 21 blue 989
0 109.705 20 blue 1005
0 110.876 6 blue 1013
0 112.122 22 blue 1029
0 114.497 12 blue 1052
0 115.808 23 blue 1068
0 117.069 7 blue 1092
0 121.72 11 blue 1108
0 124.174 21 blue 1126
0 125.533 9 blue 1128
0 127.374 25 blue 1152
0 128.759 20 blue 1176
0 130.762 8 blue 1184
0 131.776 16 blue 1207
0 133.14 13 blue 1223
0 135.307 2 blue 1229
0 136.684 5 blue 1237
0 140.602 6 blue 1245
0 141.821 9 blue 1261
0 142.845 17 blue 1277
0 144.176 25 blue 1285
0 146.116 3 blue 1293
0 148.415 13 blue 1325
0 149.903 19 blue 1341
0 152.13 21 blue 1348
0 153.459 8 blue 1364
0 155.691 1 blue 1380
