ID TIME n private balances
10 1787162512.376 0 {} {}
10 1787162512.376 0 None {}
10 1787162512.376 1 None {'9': 0}
10 1787162512.376 2 None {'9': 0}
10 1787162512.377 3 None {'9': 0, '7': 0}
10 1787162512.377 4 None {'9': 0, '7': 0}
10 1787162512.377 5 None {'9': 0, '7': 0, '10': 0}
10 1787162512.377 6 None {'9': 0, '7': 0, '10': 0}
10 1787162512.377 7 None {'9': 0, '7': 0, '10': 0, '8': 0}
10 1787162512.377 8 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0}
10 1787162512.377 9 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0}
10 1787162512.377 10 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
10 1787162512.377 11 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
10 1787162512.377 12 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
10 1787162512.377 13 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
10 1787162512.377 14 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
10 1787162512.378 15 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
10 1787162512.378 16 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
10 1787162512.378 17 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
10 1787162512.378 18 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
10 1787162512.378 19 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0}
10 1787162512.378 20 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
10 1787162512.378 21 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
10 1787162512.378 22 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
10 1787162512.378 23 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
10 1787162512.379 24 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
10 1787162512.379 25 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
10 1787162512.379 26 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
10 1787162512.379 27 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
10 1787162512.379 28 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
10 1787162512.379 29 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0, '1': 0}
10 1787162512.379 30 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0, '1': 0}
