ID TIME ROBOT_ID QLTY QTTY TOTAL
0 3.751 4 blue 8
0 5.002 3 blue 24
0 9.443 4 blue 40
0 10.576 5 blue 64
0 11.688 9 blue 88
0 15.151 3 blue 96
0 16.241 5 blue 127
0 18.403 2 blue 135
0 19.8 10 blue 143
0 22.362 7 blue 167
0 23.884 8 blue 183
0 25.908 2 blue 199
0 27.76 10 blue 215
0 29.084 7 blue 231
0 30.458 4 blue 239
0 31.804 3 blue 247
0 33.118 2 blue 261
0 35.138 10 blue 285
0 36.571 5 blue 309
0 39.546 3 blue 317
0 41.003 10 blue 348
0 42.478 6 blue 356
0 43.512 5 blue 372
0 44.767 2 blue 377
0 46.373 8 blue 385
0 48.25 3 blue 393
0 49.794 9 blue 409
0 52.483 6 blue 433
0 53.886 3 blue 457
0 58.41 10 blue 471
0 59.997 3 blue 495
0 61.609 8 blue 503
0 63.426 6 blue 527
0 65.433 3 blue 535
0 66.915 7 blue 551
0 68.167 8 blue 565
0 69.459 5 blue 571
0 70.615 3 blue 586
0 72.62 10 blue 610
0 75.94 7 blue 618
0 77.345 5 blue 642
0 79.284 1 blue 658
0 82.909 6 blue 674
0 83.951 2 blue 694
0 85.06 8 blue 710
0 86.795 3 blue 726
0 89.072 7 blue 742
0 90.13 5 blue 750
0 92.344 9 blue 758
0 93.416 1 blue 763
0 95.01 2 blue 795
0 96.809 3 blue 803
0 99.305 2 blue 808
0 101.105 5 blue 824
0 102.566 3 blue 840
0 103.95 1 blue 848
0 109.449 6 blue 864
0 110.816 7 blue 877
0 111.906 3 blue 885
0 113.728 10 blue 893
0 115.099 6 blue 909
0 116.281 2 blue 925
0 120.691 9 blue 941
