ID TIME n private balances
2 1787160788.478 0 {} {}
2 1787160788.478 0 None {}
2 1787160788.478 1 None {'4': 0}
2 1787160788.478 2 None {'4': 0, '1': 0}
2 1787160788.478 3 None {'4': 0, '1': 0, '2': 0}
2 1787160788.478 4 None {'4': 0, '1': 0, '2': 0}
2 1787160788.478 5 None {'4': 0, '1': 0, '2': 0, '3': 0}
2 1787160788.478 6 None {'4': 0, '1': 0, '2': 0, '3': 0}
2 1787160788.478 7 None {'4': 0, '1': 0, '2': 0, '3': 0}
2 1787160788.478 8 None {'4': 0, '1': 0, '2': 0, '3': 0}
2 1787160788.478 9 None {'4': 0, '1': 0, '2': 0, '3': 0}
