ID TIME n private balances
2 1786984281.762 0 {} {}
2 1786984281.762 2 None {'3': 0, '0': 0, '2': 0}
2 1786984281.762 5 None {'3': 2, '0': 0, '2': 0, '4': 0}
2 1786984281.762 9 None {'3': 4, '0': 0, '2': 0, '4': 0}
2 1786984281.762 11 None {'3': 7, '0': 0, '2': 0, '4': 0}
2 1786984281.762 14 None {'3': 8, '0': 0, '2': 0, '4': 0}
2 1786984281.762 16 None {'3': 8, '0': 0, '2': 0, '4': 2}
2 1786984281.762 17 None {'3': 8, '0': 0, '2': 0, '4': 3}
2 1786984281.762 24 None {'3': 8, '0': 0, '2': 0, '4': 3, '1': 0}
2 1786984281.762 31 None {'3': 8, '0': 0, '2': 0, '4': 9, '1': 0}
2 1786984281.762 35 None {'3': 8, '0': 0, '2': 0, '4': 9, '1': 6}
