ID TIME n private balances
1 1787161379.676 0 {} {}
1 1787161379.676 0 None {}
1 1787161379.676 1 None {'4': 0}
1 1787161379.676 2 None {'4': 0, '3': 0}
1 1787161379.676 3 None {'4': 0, '3': 0, '2': 0}
1 1787161379.676 4 None {'4': 0, '3': 0, '2': 0}
1 1787161379.676 5 None {'4': 0, '3': 0, '2': 0, '1': 0}
1 1787161379.676 6 None {'4': 0, '3': 0, '2': 0, '1': 0}
1 1787161379.676 7 None {'4': 0, '3': 0, '2': 0, '1': 0}
1 1787161379.676 8 None {'4': 0, '3': 0, '2': 0, '1': 0}
1 1787161379.676 9 None {'4': 0, '3': 0, '2': 0, '1': 0}
1 1787161379.676 10 None {'4': 0, '3': 0, '2': 0, '1': 0}
1 1787161379.676 11 None {'4': 0, '3': 0, '2': 0, '1': 0}
1 1787161379.676 12 None {'4': 0, '3': 0, '2': 0, '1': 0}
1 1787161379.676 13 None {'4': 0, '3': 0, '2': 0, '1': 0}
1 1787161379.676 14 None {'4': 0, '3': 0, '2': 0, '1': 0, '5': 0}
1 1787161379.676 15 None {'4': 0, '3': 0, '2': 0, '1': 0, '5': 0}
