ID TIME n private balances
2 1786781752.289 0 {} {}
2 1786781752.289 0 {} {}
2 1786781752.289 6 None {'3': 0, '0': 0, '2': 0, '1': 0, '5': 0, '4': 0}
2 1786781752.289 11 None {'3': 5, '0': 0, '2': 0, '1': 0, '5': 0, '4': 0}
2 1786781752.289 16 None {'3': 5, '0': 0, '2': 0, '1': 0, '5': 0, '4': 4}
2 1786781752.289 21 None {'3': 5, '0': 0, '2': 0, '1': 0, '5': 4, '4': 4}
2 1786781752.289 27 None {'3': 9, '0': 0, '2': 0, '1': 0, '5': 4, '4': 4}
2 1786781752.289 32 None {'3': 9, '0': 0, '2': 5, '1': 0, '5': 4, '4': 4}
2 1786781752.289 38 None {'3': 9, '0': 0, '2': 5, '1': 4, '5': 4, '4': 4}
2 1786781752.289 42 None {'3': 9, '0': 0, '2': 10, '1': 4, '5': 4, '4': 4}
2 1786781752.29 46 None {'3': 9, '0': 0, '2': 10, '1': 4, '5': 4, '4': 7}
2 1786781752.29 52 None {'3': 12, '0': 0, '2': 10, '1': 4, '5': 4, '4': 7}
2 1786781752.29 56 None {'3': 12, '0': 0, '2': 10, '1': 4, '5': 4, '4': 12}
2 1786781752.29 61 None {'3': 15, '0': 0, '2': 10, '1': 4, '5': 4, '4': 12}
2 1786781752.29 65 None {'3': 15, '0': 0, '2': 14, '1': 4, '5': 4, '4': 12}
2 1786781752.29 71 None {'3': 18, '0': 0, '2': 14, '1': 4, '5': 4, '4': 12}
