ID TIME ROBOT_ID QLTY QTTY TOTAL
0 3.592 4 blue 8
0 4.785 8 blue 32
0 5.935 5 blue 56
0 7.291 2 blue 72
0 8.401 9 blue 112
0 9.568 4 blue 136
0 11.112 9 blue 160
0 12.94 10 blue 192
0 14.192 8 blue 223
0 15.201 5 blue 255
0 16.87 3 blue 262
0 18.515 8 blue 294
0 19.668 10 blue 309
0 21.341 3 blue 324
0 22.65 1 blue 346
0 23.994 4 blue 378
0 25.171 2 blue 394
0 26.615 7 blue 410
0 28.069 2 blue 432
0 29.134 8 blue 454
0 31.01 6 blue 485
0 32.227 9 blue 501
0 33.36 5 blue 514
0 34.449 6 blue 546
0 36.124 9 blue 562
0 37.192 1 blue 586
0 38.637 5 blue 602
0 39.744 4 blue 626
0 41.054 8 blue 666
0 43.323 6 blue 674
0 44.62 9 blue 706
0 46.078 8 blue 714
0 47.683 1 blue 738
0 49.352 9 blue 762
0 50.563 7 blue 794
0 51.79 1 blue 810
0 52.834 10 blue 824
0 53.896 8 blue 856
0 55.559 5 blue 872
0 58.123 8 blue 917
