ID TIME n private balances
3 1786781494.968 0 {} {}
3 1786781494.968 5 {} {'3': 0, '0': 0, '4': 0, '1': 0, '2': 0, '5': 0}
3 1786781494.968 9 None {'3': 5, '0': 0, '4': 0, '1': 0, '2': 0, '5': 0}
3 1786781494.968 16 None {'3': 5, '0': 0, '4': 0, '1': 0, '2': 3, '5': 0}
3 1786781494.968 22 None {'3': 5, '0': 0, '4': 0, '1': 6, '2': 3, '5': 0}
3 1786781494.968 27 None {'3': 10, '0': 0, '4': 0, '1': 6, '2': 3, '5': 0}
3 1786781494.968 31 None {'3': 10, '0': 0, '4': 0, '1': 6, '2': 7, '5': 0}
3 1786781494.968 37 None {'3': 10, '0': 0, '4': 0, '1': 6, '2': 7, '5': 3}
3 1786781494.968 43 None {'3': 15, '0': 0, '4': 0, '1': 6, '2': 7, '5': 3}
3 1786781494.968 47 None {'3': 15, '0': 0, '4': 0, '1': 6, '2': 7, '5': 8}
3 1786781494.968 51 None {'3': 15, '0': 0, '4': 0, '1': 6, '2': 10, '5': 8}
3 1786781494.968 57 None {'3': 15, '0': 0, '4': 3, '1': 6, '2': 10, '5': 8}
3 1786781494.968 61 None {'3': 15, '0': 0, '4': 8, '1': 6, '2': 10, '5': 8}
