ID TIME n private balances
4 1787161608.542 0 {} {}
4 1787161608.543 0 None {}
4 1787161608.543 1 None {'3': 0}
4 1787161608.543 2 None {'3': 0, '5': 0}
4 1787161608.543 3 None {'3': 0, '5': 0}
4 1787161608.543 4 None {'3': 0, '5': 0, '2': 0}
4 1787161608.543 5 None {'3': 0, '5': 0, '2': 0, '4': 0}
4 1787161608.543 6 None {'3': 0, '5': 0, '2': 0, '4': 0}
4 1787161608.543 7 None {'3': 0, '5': 0, '2': 0, '4': 0}
4 1787161608.543 8 None {'3': 0, '5': 0, '2': 0, '4': 0}
