ID TIME n private balances
1 1786976146.021 0 {} {}
1 1786976146.021 0 {} {}
1 1786976146.021 2 None {'2': 0, '0': 0, '1': 0}
1 1786976146.021 9 None {'2': 1, '0': 0, '1': 0, '3': 0, '4': 0}
1 1786976146.021 12 None {'2': 1, '0': 0, '1': 0, '3': 6, '4': 0}
1 1786976146.021 15 None {'2': 1, '0': 0, '1': 2, '3': 6, '4': 0}
1 1786976146.021 19 None {'2': 1, '0': 0, '1': 2, '3': 6, '4': 2}
1 1786976146.021 22 None {'2': 1, '0': 0, '1': 2, '3': 9, '4': 2}
