ID TIME n private balances
1 1786781752.295 0 {} {}
1 1786781752.295 0 None {}
1 1786781752.295 6 None {'3': 0, '0': 0, '2': 0, '1': 0, '5': 0, '4': 0}
1 1786781752.295 11 None {'3': 5, '0': 0, '2': 0, '1': 0, '5': 0, '4': 0}
1 1786781752.295 16 None {'3': 5, '0': 0, '2': 0, '1': 0, '5': 0, '4': 4}
1 1786781752.295 21 None {'3': 5, '0': 0, '2': 0, '1': 0, '5': 4, '4': 4}
1 1786781752.295 27 None {'3': 9, '0': 0, '2': 0, '1': 0, '5': 4, '4': 4}
1 1786781752.295 32 None {'3': 9, '0': 0, '2': 5, '1': 0, '5': 4, '4': 4}
1 1786781752.295 38 None {'3': 9, '0': 0, '2': 5, '1': 4, '5': 4, '4': 4}
1 1786781752.295 42 None {'3': 9, '0': 0, '2': 10, '1': 4, '5': 4, '4': 4}
1 1786781752.295 46 None {'3': 9, '0': 0, '2': 10, '1': 4, '5': 4, '4': 7}
1 1786781752.295 52 None {'3': 12, '0': 0, '2': 10, '1': 4, '5': 4, '4': 7}
1 1786781752.295 56 None {'3': 12, '0': 0, '2': 10, '1': 4, '5': 4, '4': 12}
1 1786781752.295 61 None {'3': 15, '0': 0, '2': 10, '1': 4, '5': 4, '4': 12}
1 1786781752.295 65 None {'3': 15, '0': 0, '2': 14, '1': 4, '5': 4, '4': 12}
1 1786781752.295 71 None {'3': 18, '0': 0, '2': 14, '1': 4, '5': 4, '4': 12}
