ID TIME n private balances
5 1786572368.939 0 {} {}
5 1786572368.94 1 None {'1': 0, '0': 0}
5 1786572368.94 6 None {'1': 1, '0': 0, '2': 0, '4': 0, '3': 0}
5 1786572368.94 8 None {'1': 1, '0': 0, '2': 4, '4': 0, '3': 0}
5 1786572368.94 13 None {'1': 1, '0': 0, '2': 4, '4': 0, '3': 1, '5': 0}
5 1786572368.94 17 None {'1': 1, '0': 0, '2': 4, '4': 4, '3': 1, '5': 0}
5 1786572368.94 21 None {'1': 4, '0': 0, '2': 4, '4': 4, '3': 1, '5': 0}
5 1786572368.94 27 None {'1': 4, '0': 0, '2': 4, '4': 4, '3': 4, '5': 0}
5 1786572368.94 32 None {'1': 4, '0': 0, '2': 4, '4': 9, '3': 4, '5': 0}
5 1786572368.941 37 None {'1': 8, '0': 0, '2': 4, '4': 9, '3': 4, '5': 0}
5 1786572368.941 41 None {'1': 8, '0': 0, '2': 4, '4': 9, '3': 8, '5': 0}
5 1786572368.941 44 None {'1': 8, '0': 0, '2': 4, '4': 9, '3': 8, '5': 3}
5 1786572368.941 48 None {'1': 10, '0': 0, '2': 4, '4': 9, '3': 8, '5': 3}
5 1786572368.941 52 None {'1': 10, '0': 0, '2': 4, '4': 9, '3': 11, '5': 3}
5 1786572368.941 57 None {'1': 10, '0': 0, '2': 4, '4': 12, '3': 11, '5': 3}
5 1786572368.941 61 None {'1': 10, '0': 0, '2': 4, '4': 12, '3': 11, '5': 7}
5 1786572368.941 66 None {'1': 13, '0': 0, '2': 4, '4': 12, '3': 11, '5': 7}
5 1786572368.941 70 None {'1': 13, '0': 0, '2': 4, '4': 12, '3': 15, '5': 7}
5 1786572368.942 73 None {'1': 13, '0': 0, '2': 4, '4': 15, '3': 15, '5': 7}
5 1786572368.942 76 None {'1': 13, '0': 0, '2': 4, '4': 15, '3': 15, '5': 9}
5 1786572368.942 79 None {'1': 13, '0': 0, '2': 4, '4': 15, '3': 17, '5': 9}
5 1786572368.942 82 None {'1': 13, '0': 0, '2': 4, '4': 17, '3': 17, '5': 9}
5 1786572368.942 85 None {'1': 13, '0': 0, '2': 6, '4': 17, '3': 17, '5': 9}
5 1786572368.942 90 None {'1': 13, '0': 0, '2': 6, '4': 17, '3': 19, '5': 9}
5 1786572368.942 97 None {'1': 13, '0': 0, '2': 6, '4': 21, '3': 19, '5': 9}
5 1786572368.942 100 None {'1': 19, '0': 0, '2': 6, '4': 21, '3': 19, '5': 9}
5 1786572368.943 104 None {'1': 19, '0': 0, '2': 6, '4': 21, '3': 19, '5': 11}
5 1786572368.943 109 None {'1': 19, '0': 0, '2': 6, '4': 21, '3': 22, '5': 11}
5 1786572368.943 112 None {'1': 23, '0': 0, '2': 6, '4': 21, '3': 22, '5': 11}
5 1786572368.943 115 None {'1': 23, '0': 0, '2': 6, '4': 23, '3': 22, '5': 11}
5 1786572368.943 122 None {'1': 23, '0': 0, '2': 8, '4': 23, '3': 22, '5': 11}
5 1786572368.943 127 None {'1': 29, '0': 0, '2': 8, '4': 23, '3': 22, '5': 11}
5 1786572368.943 129 None {'1': 29, '0': 0, '2': 8, '4': 23, '3': 26, '5': 11}
5 1786572368.943 135 None {'1': 29, '0': 0, '2': 9, '4': 23, '3': 26, '5': 11}
5 1786572368.944 138 None {'1': 29, '0': 0, '2': 9, '4': 28, '3': 26, '5': 11}
5 1786572368.944 141 None {'1': 29, '0': 0, '2': 9, '4': 28, '3': 28, '5': 11}
5 1786572368.944 145 None {'1': 29, '0': 0, '2': 11, '4': 28, '3': 28, '5': 11}
5 1786572368.944 149 None {'1': 32, '0': 0, '2': 11, '4': 28, '3': 28, '5': 11}
5 1786572368.944 154 None {'1': 32, '0': 0, '2': 11, '4': 31, '3': 28, '5': 11}
5 1786572368.944 159 None {'1': 32, '0': 0, '2': 15, '4': 31, '3': 28, '5': 11}
5 1786572368.944 161 None {'1': 36, '0': 0, '2': 15, '4': 31, '3': 28, '5': 11}
5 1786572368.944 165 None {'1': 36, '0': 0, '2': 15, '4': 31, '3': 28, '5': 12}
5 1786572368.945 169 None {'1': 36, '0': 0, '2': 18, '4': 31, '3': 28, '5': 12}
5 1786572368.945 172 None {'1': 39, '0': 0, '2': 18, '4': 31, '3': 28, '5': 12}
5 1786572368.945 174 None {'1': 39, '0': 0, '2': 18, '4': 31, '3': 30, '5': 12}
5 1786572368.945 178 None {'1': 39, '0': 0, '2': 18, '4': 32, '3': 30, '5': 12}
5 1786572368.945 181 None {'1': 42, '0': 0, '2': 18, '4': 32, '3': 30, '5': 12}
5 1786572368.945 186 None {'1': 42, '0': 0, '2': 20, '4': 32, '3': 30, '5': 12}
5 1786572368.945 188 None {'1': 42, '0': 0, '2': 20, '4': 36, '3': 30, '5': 12}
5 1786572368.945 195 None {'1': 42, '0': 0, '2': 20, '4': 36, '3': 31, '5': 12}
5 1786572368.946 201 None {'1': 42, '0': 0, '2': 26, '4': 36, '3': 31, '5': 12}
5 1786572368.946 206 None {'1': 47, '0': 0, '2': 26, '4': 36, '3': 31, '5': 12}
5 1786572368.946 211 None {'1': 47, '0': 0, '2': 26, '4': 36, '3': 35, '5': 12}
5 1786572368.946 216 None {'1': 47, '0': 0, '2': 26, '4': 40, '3': 35, '5': 12}
