ID TIME n private balances
4 1787161216.19 0 {} {}
4 1787161216.19 0 None {}
4 1787161216.19 1 None {'2': 0}
4 1787161216.19 2 None {'2': 0, '3': 0}
4 1787161216.19 3 None {'2': 0, '3': 0, '5': 0}
4 1787161216.19 4 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.19 5 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.19 6 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.19 7 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.19 8 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.191 9 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.191 10 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.191 11 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.191 12 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.191 13 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.191 14 None {'2': 0, '3': 0, '5': 0, '4': 0}
4 1787161216.191 15 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
4 1787161216.191 16 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
4 1787161216.191 17 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
4 1787161216.191 18 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
4 1787161216.191 19 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
4 1787161216.192 20 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
4 1787161216.192 21 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
4 1787161216.192 22 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
