ID TIME n private balances
1 1787160788.48 0 {} {}
1 1787160788.48 0 None {}
1 1787160788.48 1 None {'4': 0}
1 1787160788.48 2 None {'4': 0, '1': 0}
1 1787160788.48 3 None {'4': 0, '1': 0, '2': 0}
1 1787160788.48 4 None {'4': 0, '1': 0, '2': 0}
1 1787160788.48 5 None {'4': 0, '1': 0, '2': 0, '3': 0}
1 1787160788.48 6 None {'4': 0, '1': 0, '2': 0, '3': 0}
1 1787160788.48 7 None {'4': 0, '1': 0, '2': 0, '3': 0}
1 1787160788.48 8 None {'4': 0, '1': 0, '2': 0, '3': 0}
1 1787160788.48 9 None {'4': 0, '1': 0, '2': 0, '3': 0}
