ID TIME n private balances
9 1787162512.383 0 {} {}
9 1787162512.384 0 {} {}
9 1787162512.384 1 {} {'9': 0}
9 1787162512.384 2 None {'9': 0}
9 1787162512.384 3 None {'9': 0, '7': 0}
9 1787162512.384 4 None {'9': 0, '7': 0}
9 1787162512.384 5 None {'9': 0, '7': 0, '10': 0}
9 1787162512.384 6 None {'9': 0, '7': 0, '10': 0}
9 1787162512.384 7 None {'9': 0, '7': 0, '10': 0, '8': 0}
9 1787162512.384 8 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0}
9 1787162512.384 9 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0}
9 1787162512.384 10 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
9 1787162512.384 11 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
9 1787162512.384 12 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
9 1787162512.384 13 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
9 1787162512.384 14 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
9 1787162512.384 15 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
9 1787162512.384 16 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
9 1787162512.384 17 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
9 1787162512.384 18 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
9 1787162512.384 19 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0}
9 1787162512.384 20 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
9 1787162512.384 21 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
9 1787162512.384 22 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
9 1787162512.384 23 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
9 1787162512.384 24 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
9 1787162512.384 25 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
9 1787162512.384 26 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
9 1787162512.385 27 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
9 1787162512.385 28 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
9 1787162512.385 29 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0, '1': 0}
