ID TIME n private balances
3 1787133955.565 0 {} {}
3 1787133955.565 0 None {}
3 1787133955.565 1 None {'1': 0}
3 1787133955.565 2 None {'1': 0, '3': 0}
3 1787133955.565 3 None {'1': 0, '3': 0, '4': 0}
3 1787133955.565 4 None {'1': 0, '3': 0, '4': 0, '2': 0}
3 1787133955.565 5 None {'1': 0, '3': 0, '4': 0, '2': 0}
3 1787133955.565 6 None {'1': 0, '3': 0, '4': 0, '2': 0}
3 1787133955.565 7 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.565 8 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.565 9 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.565 10 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.565 11 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.565 12 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.565 13 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.565 14 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 15 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 16 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 17 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 18 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 19 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 20 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 21 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 22 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 23 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 24 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 25 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 26 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 27 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 28 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 29 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 30 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 31 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 32 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 33 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 34 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 35 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 36 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.566 37 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 38 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 39 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 40 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 41 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 42 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 43 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 44 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 45 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 46 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 47 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 48 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 49 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 50 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 51 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 52 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 53 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 54 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 55 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 56 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 57 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 58 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 59 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 60 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.567 61 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.568 62 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.568 63 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.568 64 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.568 65 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
3 1787133955.568 66 None {'1': 0, '3': 0, '4': 0, '2': 0, '5': 0}
