ID TIME n private balances
1 1787161183.0 0 {} {}
1 1787161183.0 0 None {}
1 1787161183.0 1 None {'3': 0}
1 1787161183.0 2 None {'3': 0}
1 1787161183.0 3 None {'3': 0, '2': 0}
1 1787161183.0 4 None {'3': 0, '2': 0, '5': 0}
1 1787161183.0 5 None {'3': 0, '2': 0, '5': 0}
1 1787161183.0 6 None {'3': 0, '2': 0, '5': 0}
1 1787161183.0 7 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.0 8 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.0 9 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.0 10 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.0 11 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.0 12 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.0 13 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.0 14 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.0 15 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.0 16 None {'3': 0, '2': 0, '5': 0, '4': 0}
1 1787161183.001 17 None {'3': 0, '2': 0, '5': 0, '4': 0}
