ID TIME n private balances
1 1786769626.604 0 {} {}
1 1786769626.604 1 {} {'1': 0, '0': 0}
1 1786769626.604 8 None {'1': 1, '0': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1786769626.604 10 None {'1': 1, '0': 0, '2': 6, '4': 0, '5': 0, '3': 0}
1 1786769626.604 14 None {'1': 1, '0': 0, '2': 6, '4': 0, '5': 0, '3': 1}
1 1786769626.604 16 None {'1': 1, '0': 0, '2': 6, '4': 3, '5': 0, '3': 1}
1 1786769626.604 20 None {'1': 2, '0': 0, '2': 6, '4': 3, '5': 0, '3': 1}
1 1786769626.605 23 None {'1': 2, '0': 0, '2': 9, '4': 3, '5': 0, '3': 1}
1 1786769626.605 29 None {'1': 2, '0': 0, '2': 9, '4': 5, '5': 0, '3': 1}
1 1786769626.605 33 None {'1': 2, '0': 0, '2': 9, '4': 5, '5': 0, '3': 6}
1 1786769626.605 37 None {'1': 2, '0': 0, '2': 9, '4': 5, '5': 3, '3': 6}
1 1786769626.605 42 None {'1': 5, '0': 0, '2': 9, '4': 5, '5': 3, '3': 6}
1 1786769626.605 46 None {'1': 5, '0': 0, '2': 13, '4': 5, '5': 3, '3': 6}
1 1786769626.605 51 None {'1': 5, '0': 0, '2': 13, '4': 5, '5': 3, '3': 9}
1 1786769626.605 56 None {'1': 5, '0': 0, '2': 13, '4': 9, '5': 3, '3': 9}
1 1786769626.605 60 None {'1': 5, '0': 0, '2': 13, '4': 9, '5': 7, '3': 9}
1 1786769626.606 65 None {'1': 5, '0': 0, '2': 16, '4': 9, '5': 7, '3': 9}
1 1786769626.606 71 None {'1': 9, '0': 0, '2': 16, '4': 9, '5': 7, '3': 9}
1 1786769626.606 77 None {'1': 9, '0': 0, '2': 16, '4': 9, '5': 7, '3': 14}
1 1786769626.606 82 None {'1': 9, '0': 0, '2': 16, '4': 14, '5': 7, '3': 14}
1 1786769626.606 86 None {'1': 9, '0': 0, '2': 16, '4': 14, '5': 11, '3': 14}
1 1786769626.606 92 None {'1': 12, '0': 0, '2': 16, '4': 14, '5': 11, '3': 14}
1 1786769626.606 96 None {'1': 12, '0': 0, '2': 16, '4': 19, '5': 11, '3': 14}
1 1786769626.606 102 None {'1': 12, '0': 0, '2': 16, '4': 19, '5': 14, '3': 14}
1 1786769626.607 108 None {'1': 17, '0': 0, '2': 16, '4': 19, '5': 14, '3': 14}
1 1786769626.607 112 None {'1': 17, '0': 0, '2': 16, '4': 24, '5': 14, '3': 14}
1 1786769626.607 116 None {'1': 17, '0': 0, '2': 16, '4': 24, '5': 14, '3': 17}
1 1786769626.607 118 None {'1': 20, '0': 0, '2': 16, '4': 24, '5': 14, '3': 17}
1 1786769626.607 122 None {'1': 20, '0': 0, '2': 17, '4': 24, '5': 14, '3': 17}
1 1786769626.607 127 None {'1': 20, '0': 0, '2': 17, '4': 24, '5': 14, '3': 20}
1 1786769626.607 132 None {'1': 20, '0': 0, '2': 17, '4': 28, '5': 14, '3': 20}
1 1786769626.607 136 None {'1': 24, '0': 0, '2': 17, '4': 28, '5': 14, '3': 20}
1 1786769626.607 140 None {'1': 24, '0': 0, '2': 17, '4': 28, '5': 14, '3': 23}
1 1786769626.608 143 None {'1': 24, '0': 0, '2': 17, '4': 28, '5': 17, '3': 23}
1 1786769626.608 151 None {'1': 26, '0': 0, '2': 17, '4': 28, '5': 17, '3': 23}
1 1786769626.608 155 None {'1': 26, '0': 0, '2': 17, '4': 35, '5': 17, '3': 23}
1 1786769626.608 158 None {'1': 26, '0': 0, '2': 20, '4': 35, '5': 17, '3': 23}
1 1786769626.608 161 None {'1': 28, '0': 0, '2': 20, '4': 35, '5': 17, '3': 23}
1 1786769626.608 166 None {'1': 28, '0': 0, '2': 20, '4': 35, '5': 17, '3': 25}
1 1786769626.608 169 None {'1': 28, '0': 0, '2': 20, '4': 35, '5': 21, '3': 25}
1 1786769626.608 172 None {'1': 28, '0': 0, '2': 20, '4': 37, '5': 21, '3': 25}
1 1786769626.608 177 None {'1': 30, '0': 0, '2': 20, '4': 37, '5': 21, '3': 25}
1 1786769626.609 183 None {'1': 30, '0': 0, '2': 20, '4': 37, '5': 21, '3': 29}
1 1786769626.609 188 None {'1': 30, '0': 0, '2': 20, '4': 42, '5': 21, '3': 29}
1 1786769626.609 193 None {'1': 30, '0': 0, '2': 20, '4': 42, '5': 25, '3': 29}
1 1786769626.609 195 None {'1': 30, '0': 0, '2': 20, '4': 42, '5': 25, '3': 33}
1 1786769626.609 198 None {'1': 31, '0': 0, '2': 20, '4': 42, '5': 25, '3': 33}
1 1786769626.609 203 None {'1': 31, '0': 0, '2': 20, '4': 42, '5': 27, '3': 33}
1 1786769626.609 208 None {'1': 31, '0': 0, '2': 20, '4': 42, '5': 27, '3': 37}
1 1786769626.609 212 None {'1': 35, '0': 0, '2': 20, '4': 42, '5': 27, '3': 37}
1 1786769626.609 216 None {'1': 35, '0': 0, '2': 20, '4': 42, '5': 30, '3': 37}
1 1786769626.61 220 None {'1': 35, '0': 0, '2': 20, '4': 42, '5': 30, '3': 40}
1 1786769626.61 222 None {'1': 38, '0': 0, '2': 20, '4': 42, '5': 30, '3': 40}
1 1786769626.61 227 None {'1': 38, '0': 0, '2': 21, '4': 42, '5': 30, '3': 40}
1 1786769626.61 231 None {'1': 38, '0': 0, '2': 21, '4': 42, '5': 30, '3': 44}
1 1786769626.61 238 None {'1': 38, '0': 0, '2': 21, '4': 42, '5': 33, '3': 44}
1 1786769626.61 242 None {'1': 44, '0': 0, '2': 21, '4': 42, '5': 33, '3': 44}
1 1786769626.61 246 None {'1': 44, '0': 0, '2': 24, '4': 42, '5': 33, '3': 44}
1 1786769626.61 250 None {'1': 44, '0': 0, '2': 24, '4': 42, '5': 33, '3': 47}
1 1786769626.611 256 None {'1': 47, '0': 0, '2': 24, '4': 42, '5': 33, '3': 47}
1 1786769626.611 261 None {'1': 47, '0': 0, '2': 24, '4': 42, '5': 38, '3': 47}
1 1786769626.611 264 None {'1': 47, '0': 0, '2': 24, '4': 42, '5': 38, '3': 51}
1 1786769626.611 270 None {'1': 47, '0': 0, '2': 24, '4': 44, '5': 38, '3': 51}
1 1786769626.611 273 None {'1': 47, '0': 0, '2': 24, '4': 44, '5': 43, '3': 51}
1 1786769626.611 277 None {'1': 47, '0': 0, '2': 26, '4': 44, '5': 43, '3': 51}
1 1786769626.611 279 None {'1': 50, '0': 0, '2': 26, '4': 44, '5': 43, '3': 51}
1 1786769626.611 283 None {'1': 50, '0': 0, '2': 26, '4': 44, '5': 44, '3': 51}
1 1786769626.612 289 None {'1': 50, '0': 0, '2': 29, '4': 44, '5': 44, '3': 51}
1 1786769626.612 294 None {'1': 50, '0': 0, '2': 29, '4': 49, '5': 44, '3': 51}
1 1786769626.612 298 None {'1': 50, '0': 0, '2': 29, '4': 49, '5': 48, '3': 51}
