ID TIME n private balances
2 1786984330.372 0 {} {}
2 1786984330.372 0 None {}
2 1786984330.372 5 None {'4': 0, '0': 0, '2': 0, '3': 0, '1': 0}
2 1786984330.373 6 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
2 1786984330.373 11 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
2 1786984330.373 15 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 4}
2 1786984330.373 19 None {'4': 7, '0': 0, '2': 0, '3': 0, '1': 4}
2 1786984330.373 22 None {'4': 7, '0': 0, '2': 0, '3': 0, '1': 7}
2 1786984330.373 27 None {'4': 7, '0': 0, '2': 0, '3': 2, '1': 7}
2 1786984330.373 30 None {'4': 7, '0': 0, '2': 0, '3': 6, '1': 7}
2 1786984330.373 36 None {'4': 7, '0': 0, '2': 0, '3': 6, '1': 9}
2 1786984330.373 40 None {'4': 7, '0': 0, '2': 5, '3': 6, '1': 9}
