ID TIME n private balances
3 1786976390.701 0 {} {}
3 1786976390.701 0 None {}
3 1786976390.701 3 None {'3': 0, '0': 0, '4': 0, '1': 0}
3 1786976390.701 8 None {'3': 2, '0': 0, '4': 0, '1': 0, '2': 0}
