ID TIME n private balances
3 1786984232.513 0 {} {}
3 1786984232.513 4 None {'2': 0, '0': 0, '3': 0, '4': 0, '1': 0}
3 1786984232.513 5 None {'2': 4, '0': 0, '3': 0, '4': 0, '1': 0}
3 1786984232.513 6 None {'2': 4, '0': 0, '3': 0, '4': 0, '1': 0}
3 1786984232.513 13 None {'2': 4, '0': 0, '3': 0, '4': 0, '1': 0}
3 1786984232.513 17 None {'2': 10, '0': 0, '3': 0, '4': 0, '1': 0}
3 1786984232.513 20 None {'2': 13, '0': 0, '3': 0, '4': 0, '1': 0}
3 1786984232.514 21 None {'2': 15, '0': 0, '3': 0, '4': 0, '1': 0}
