ID TIME n private balances
5 1786572248.642 0 {} {}
5 1786572248.642 1 None {'1': 0, '0': 0}
5 1786572248.642 5 None {'1': 1, '0': 0, '2': 0, '5': 0}
5 1786572248.642 9 None {'1': 1, '0': 0, '2': 3, '5': 0, '4': 0}
5 1786572248.643 13 None {'1': 1, '0': 0, '2': 3, '5': 0, '4': 3}
5 1786572248.643 16 None {'1': 4, '0': 0, '2': 3, '5': 0, '4': 3}
5 1786572248.643 23 None {'1': 4, '0': 0, '2': 5, '5': 0, '4': 3, '3': 0}
5 1786572248.643 28 None {'1': 4, '0': 0, '2': 5, '5': 0, '4': 9, '3': 0}
5 1786572248.643 30 None {'1': 4, '0': 0, '2': 5, '5': 4, '4': 9, '3': 0}
5 1786572248.643 32 None {'1': 4, '0': 0, '2': 5, '5': 4, '4': 9, '3': 1}
5 1786572248.643 34 None {'1': 5, '0': 0, '2': 5, '5': 4, '4': 9, '3': 1}
5 1786572248.643 39 None {'1': 5, '0': 0, '2': 5, '5': 5, '4': 9, '3': 1}
5 1786572248.643 44 None {'1': 5, '0': 0, '2': 5, '5': 5, '4': 13, '3': 1}
5 1786572248.644 50 None {'1': 5, '0': 0, '2': 5, '5': 5, '4': 13, '3': 5}
5 1786572248.644 52 None {'1': 5, '0': 0, '2': 10, '5': 5, '4': 13, '3': 5}
5 1786572248.644 57 None {'1': 5, '0': 0, '2': 10, '5': 5, '4': 14, '3': 5}
5 1786572248.644 61 None {'1': 9, '0': 0, '2': 10, '5': 5, '4': 14, '3': 5}
5 1786572248.644 66 None {'1': 9, '0': 0, '2': 13, '5': 5, '4': 14, '3': 5}
5 1786572248.644 71 None {'1': 9, '0': 0, '2': 13, '5': 9, '4': 14, '3': 5}
5 1786572248.644 73 None {'1': 9, '0': 0, '2': 13, '5': 9, '4': 14, '3': 9}
5 1786572248.644 79 None {'1': 9, '0': 0, '2': 13, '5': 9, '4': 15, '3': 9}
5 1786572248.645 82 None {'1': 9, '0': 0, '2': 13, '5': 14, '4': 15, '3': 9}
5 1786572248.645 87 None {'1': 9, '0': 0, '2': 15, '5': 14, '4': 15, '3': 9}
5 1786572248.645 90 None {'1': 13, '0': 0, '2': 15, '5': 14, '4': 15, '3': 9}
5 1786572248.645 94 None {'1': 13, '0': 0, '2': 15, '5': 16, '4': 15, '3': 9}
5 1786572248.645 96 None {'1': 13, '0': 0, '2': 18, '5': 16, '4': 15, '3': 9}
5 1786572248.645 101 None {'1': 14, '0': 0, '2': 18, '5': 16, '4': 15, '3': 9}
5 1786572248.645 104 None {'1': 14, '0': 0, '2': 18, '5': 16, '4': 15, '3': 13}
5 1786572248.645 108 None {'1': 14, '0': 0, '2': 18, '5': 16, '4': 17, '3': 13}
5 1786572248.646 114 None {'1': 17, '0': 0, '2': 18, '5': 16, '4': 17, '3': 13}
5 1786572248.646 119 None {'1': 17, '0': 0, '2': 18, '5': 16, '4': 17, '3': 18}
5 1786572248.646 122 None {'1': 17, '0': 0, '2': 22, '5': 16, '4': 17, '3': 18}
5 1786572248.646 127 None {'1': 19, '0': 0, '2': 22, '5': 16, '4': 17, '3': 18}
5 1786572248.646 131 None {'1': 19, '0': 0, '2': 22, '5': 16, '4': 21, '3': 18}
5 1786572248.646 135 None {'1': 19, '0': 0, '2': 22, '5': 19, '4': 21, '3': 18}
5 1786572248.646 140 None {'1': 22, '0': 0, '2': 22, '5': 19, '4': 21, '3': 18}
5 1786572248.646 145 None {'1': 22, '0': 0, '2': 22, '5': 19, '4': 25, '3': 18}
5 1786572248.646 148 None {'1': 22, '0': 0, '2': 22, '5': 23, '4': 25, '3': 18}
5 1786572248.647 152 None {'1': 22, '0': 0, '2': 24, '5': 23, '4': 25, '3': 18}
5 1786572248.647 156 None {'1': 22, '0': 0, '2': 24, '5': 23, '4': 25, '3': 21}
5 1786572248.647 160 None {'1': 22, '0': 0, '2': 24, '5': 26, '4': 25, '3': 21}
5 1786572248.647 164 None {'1': 22, '0': 0, '2': 27, '5': 26, '4': 25, '3': 21}
5 1786572248.647 167 None {'1': 22, '0': 0, '2': 27, '5': 26, '4': 25, '3': 24}
5 1786572248.647 171 None {'1': 22, '0': 0, '2': 27, '5': 26, '4': 27, '3': 24}
5 1786572248.647 175 None {'1': 22, '0': 0, '2': 27, '5': 29, '4': 27, '3': 24}
5 1786572248.647 178 None {'1': 22, '0': 0, '2': 27, '5': 29, '4': 27, '3': 27}
5 1786572248.648 184 None {'1': 24, '0': 0, '2': 27, '5': 29, '4': 27, '3': 27}
5 1786572248.648 188 None {'1': 24, '0': 0, '2': 32, '5': 29, '4': 27, '3': 27}
5 1786572248.648 193 None {'1': 24, '0': 0, '2': 32, '5': 29, '4': 27, '3': 30}
5 1786572248.648 195 None {'1': 24, '0': 0, '2': 32, '5': 33, '4': 27, '3': 30}
5 1786572248.648 200 None {'1': 24, '0': 0, '2': 32, '5': 33, '4': 28, '3': 30}
5 1786572248.648 206 None {'1': 24, '0': 0, '2': 36, '5': 33, '4': 28, '3': 30}
5 1786572248.648 209 None {'1': 24, '0': 0, '2': 36, '5': 38, '4': 28, '3': 30}
5 1786572248.648 212 None {'1': 24, '0': 0, '2': 36, '5': 38, '4': 28, '3': 32}
5 1786572248.649 216 None {'1': 24, '0': 0, '2': 36, '5': 38, '4': 30, '3': 32}
5 1786572248.649 219 None {'1': 24, '0': 0, '2': 36, '5': 41, '4': 30, '3': 32}
5 1786572248.649 222 None {'1': 24, '0': 0, '2': 36, '5': 41, '4': 30, '3': 34}
5 1786572248.649 229 None {'1': 24, '0': 0, '2': 36, '5': 41, '4': 32, '3': 34}
5 1786572248.649 232 None {'1': 24, '0': 0, '2': 36, '5': 47, '4': 32, '3': 34}
5 1786572248.649 234 None {'1': 24, '0': 0, '2': 36, '5': 47, '4': 32, '3': 36}
5 1786572248.649 239 None {'1': 24, '0': 0, '2': 36, '5': 47, '4': 33, '3': 36}
