ID TIME n private balances
5 1787161216.183 0 {} {}
5 1787161216.184 0 None {}
5 1787161216.184 1 None {'2': 0}
5 1787161216.184 2 None {'2': 0, '3': 0}
5 1787161216.184 3 None {'2': 0, '3': 0, '5': 0}
5 1787161216.184 4 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.184 5 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.184 6 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.184 7 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.184 8 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.184 9 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.184 10 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.185 11 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.185 12 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.185 13 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.185 14 None {'2': 0, '3': 0, '5': 0, '4': 0}
5 1787161216.185 15 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
5 1787161216.185 16 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
5 1787161216.185 17 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
5 1787161216.185 18 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
5 1787161216.185 19 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
5 1787161216.185 20 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
5 1787161216.185 21 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
5 1787161216.186 22 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
