ID TIME n private balances
1 1786976306.682 0 {} {}
1 1786976306.682 0 {} {}
1 1786976306.682 4 None {'2': 0, '0': 0, '3': 0, '4': 0, '1': 0}
1 1786976306.682 6 None {'2': 3, '0': 0, '3': 0, '4': 0, '1': 0}
1 1786976306.682 10 None {'2': 3, '0': 0, '3': 1, '4': 0, '1': 0}
1 1786976306.682 13 None {'2': 3, '0': 0, '3': 1, '4': 3, '1': 0}
1 1786976306.682 16 None {'2': 5, '0': 0, '3': 1, '4': 3, '1': 0}
1 1786976306.682 19 None {'2': 5, '0': 0, '3': 3, '4': 3, '1': 0}
1 1786976306.682 23 None {'2': 5, '0': 0, '3': 3, '4': 5, '1': 0}
1 1786976306.682 26 None {'2': 8, '0': 0, '3': 3, '4': 5, '1': 0}
1 1786976306.683 30 None {'2': 8, '0': 0, '3': 3, '4': 5, '1': 2}
1 1786976306.683 32 None {'2': 8, '0': 0, '3': 6, '4': 5, '1': 2}
1 1786976306.683 35 None {'2': 8, '0': 0, '3': 6, '4': 6, '1': 2}
1 1786976306.683 39 None {'2': 8, '0': 0, '3': 6, '4': 6, '1': 4}
1 1786976306.683 42 None {'2': 8, '0': 0, '3': 9, '4': 6, '1': 4}
1 1786976306.683 45 None {'2': 10, '0': 0, '3': 9, '4': 6, '1': 4}
1 1786976306.683 48 None {'2': 10, '0': 0, '3': 9, '4': 8, '1': 4}
1 1786976306.683 50 None {'2': 10, '0': 0, '3': 11, '4': 8, '1': 4}
