ID TIME n private balances
5 1786769326.78 0 {} {}
5 1786769326.78 1 None {'1': 0, '0': 0}
5 1786769326.78 5 None {'1': 1, '0': 0, '2': 0, '3': 0}
5 1786769326.78 7 None {'1': 1, '0': 0, '2': 3, '3': 0}
5 1786769326.78 12 None {'1': 1, '0': 0, '2': 3, '3': 1, '4': 0, '5': 0}
5 1786769326.781 14 None {'1': 1, '0': 0, '2': 3, '3': 1, '4': 4, '5': 0}
5 1786769326.781 18 None {'1': 1, '0': 0, '2': 3, '3': 1, '4': 4, '5': 1}
5 1786769326.781 22 None {'1': 4, '0': 0, '2': 3, '3': 1, '4': 4, '5': 1}
5 1786769326.781 26 None {'1': 4, '0': 0, '2': 3, '3': 1, '4': 7, '5': 1}
5 1786769326.781 31 None {'1': 4, '0': 0, '2': 3, '3': 4, '4': 7, '5': 1}
5 1786769326.781 37 None {'1': 8, '0': 0, '2': 3, '3': 4, '4': 7, '5': 1}
5 1786769326.781 39 None {'1': 8, '0': 0, '2': 3, '3': 4, '4': 12, '5': 1}
5 1786769326.781 45 None {'1': 8, '0': 0, '2': 3, '3': 4, '4': 12, '5': 2}
5 1786769326.782 50 None {'1': 13, '0': 0, '2': 3, '3': 4, '4': 12, '5': 2}
5 1786769326.782 54 None {'1': 13, '0': 0, '2': 3, '3': 8, '4': 12, '5': 2}
5 1786769326.782 59 None {'1': 13, '0': 0, '2': 3, '3': 8, '4': 15, '5': 2}
5 1786769326.782 62 None {'1': 13, '0': 0, '2': 3, '3': 8, '4': 15, '5': 6}
5 1786769326.782 69 None {'1': 13, '0': 0, '2': 5, '3': 8, '4': 15, '5': 6}
5 1786769326.782 75 None {'1': 13, '0': 0, '2': 5, '3': 14, '4': 15, '5': 6}
5 1786769326.782 77 None {'1': 13, '0': 0, '2': 5, '3': 14, '4': 20, '5': 6}
5 1786769326.782 80 None {'1': 13, '0': 0, '2': 5, '3': 14, '4': 20, '5': 7}
5 1786769326.783 87 None {'1': 13, '0': 0, '2': 7, '3': 14, '4': 20, '5': 7}
5 1786769326.783 91 None {'1': 19, '0': 0, '2': 7, '3': 14, '4': 20, '5': 7}
5 1786769326.783 96 None {'1': 19, '0': 0, '2': 7, '3': 14, '4': 23, '5': 7}
5 1786769326.783 100 None {'1': 19, '0': 0, '2': 7, '3': 14, '4': 23, '5': 11}
5 1786769326.783 107 None {'1': 19, '0': 0, '2': 10, '3': 14, '4': 23, '5': 11}
5 1786769326.783 110 None {'1': 19, '0': 0, '2': 10, '3': 20, '4': 23, '5': 11}
5 1786769326.783 114 None {'1': 19, '0': 0, '2': 10, '3': 20, '4': 25, '5': 11}
5 1786769326.783 116 None {'1': 19, '0': 0, '2': 10, '3': 20, '4': 25, '5': 14}
5 1786769326.783 119 None {'1': 19, '0': 0, '2': 10, '3': 21, '4': 25, '5': 14}
5 1786769326.784 121 None {'1': 19, '0': 0, '2': 10, '3': 21, '4': 27, '5': 14}
5 1786769326.784 125 None {'1': 19, '0': 0, '2': 10, '3': 21, '4': 27, '5': 15}
5 1786769326.784 129 None {'1': 22, '0': 0, '2': 10, '3': 21, '4': 27, '5': 15}
5 1786769326.784 134 None {'1': 22, '0': 0, '2': 10, '3': 24, '4': 27, '5': 15}
5 1786769326.784 138 None {'1': 22, '0': 0, '2': 10, '3': 24, '4': 31, '5': 15}
5 1786769326.784 143 None {'1': 22, '0': 0, '2': 10, '3': 24, '4': 31, '5': 18}
5 1786769326.784 146 None {'1': 22, '0': 0, '2': 14, '3': 24, '4': 31, '5': 18}
5 1786769326.784 151 None {'1': 22, '0': 0, '2': 14, '3': 24, '4': 33, '5': 18}
5 1786769326.785 156 None {'1': 26, '0': 0, '2': 14, '3': 24, '4': 33, '5': 18}
5 1786769326.785 158 None {'1': 26, '0': 0, '2': 14, '3': 24, '4': 33, '5': 22}
5 1786769326.785 162 None {'1': 26, '0': 0, '2': 14, '3': 24, '4': 34, '5': 22}
5 1786769326.785 167 None {'1': 29, '0': 0, '2': 14, '3': 24, '4': 34, '5': 22}
5 1786769326.785 172 None {'1': 29, '0': 0, '2': 18, '3': 24, '4': 34, '5': 22}
5 1786769326.785 177 None {'1': 29, '0': 0, '2': 18, '3': 28, '4': 34, '5': 22}
5 1786769326.785 182 None {'1': 29, '0': 0, '2': 18, '3': 28, '4': 34, '5': 26}
5 1786769326.785 186 None {'1': 29, '0': 0, '2': 22, '3': 28, '4': 34, '5': 26}
5 1786769326.785 189 None {'1': 29, '0': 0, '2': 22, '3': 28, '4': 37, '5': 26}
5 1786769326.786 194 None {'1': 31, '0': 0, '2': 22, '3': 28, '4': 37, '5': 26}
5 1786769326.786 199 None {'1': 31, '0': 0, '2': 22, '3': 32, '4': 37, '5': 26}
5 1786769326.786 203 None {'1': 31, '0': 0, '2': 22, '3': 32, '4': 41, '5': 26}
5 1786769326.786 207 None {'1': 31, '0': 0, '2': 22, '3': 32, '4': 41, '5': 29}
5 1786769326.786 212 None {'1': 31, '0': 0, '2': 22, '3': 35, '4': 41, '5': 29}
5 1786769326.786 217 None {'1': 35, '0': 0, '2': 22, '3': 35, '4': 41, '5': 29}
5 1786769326.786 220 None {'1': 35, '0': 0, '2': 22, '3': 35, '4': 45, '5': 29}
5 1786769326.786 224 None {'1': 35, '0': 0, '2': 22, '3': 37, '4': 45, '5': 29}
5 1786769326.787 228 None {'1': 35, '0': 0, '2': 22, '3': 37, '4': 45, '5': 32}
5 1786769326.787 233 None {'1': 35, '0': 0, '2': 22, '3': 37, '4': 48, '5': 32}
5 1786769326.787 235 None {'1': 39, '0': 0, '2': 22, '3': 37, '4': 48, '5': 32}
5 1786769326.787 239 None {'1': 39, '0': 0, '2': 23, '3': 37, '4': 48, '5': 32}
5 1786769326.787 243 None {'1': 39, '0': 0, '2': 23, '3': 37, '4': 51, '5': 32}
5 1786769326.787 248 None {'1': 42, '0': 0, '2': 23, '3': 37, '4': 51, '5': 32}
5 1786769326.787 250 None {'1': 42, '0': 0, '2': 23, '3': 37, '4': 51, '5': 36}
5 1786769326.787 253 None {'1': 42, '0': 0, '2': 24, '3': 37, '4': 51, '5': 36}
5 1786769326.788 257 None {'1': 42, '0': 0, '2': 24, '3': 39, '4': 51, '5': 36}
5 1786769326.788 261 None {'1': 42, '0': 0, '2': 24, '3': 39, '4': 51, '5': 39}
5 1786769326.788 266 None {'1': 42, '0': 0, '2': 24, '3': 39, '4': 54, '5': 39}
5 1786769326.788 268 None {'1': 42, '0': 0, '2': 28, '3': 39, '4': 54, '5': 39}
