ID TIME n private balances
4 1787161116.648 0 {} {}
4 1787161116.648 0 None {}
4 1787161116.648 1 None {'3': 0}
4 1787161116.648 2 None {'3': 0, '5': 0}
4 1787161116.648 3 None {'3': 0, '5': 0}
4 1787161116.648 4 None {'3': 0, '5': 0, '1': 0}
4 1787161116.648 5 None {'3': 0, '5': 0, '1': 0}
4 1787161116.648 6 None {'3': 0, '5': 0, '1': 0}
4 1787161116.648 7 None {'3': 0, '5': 0, '1': 0, '2': 0}
4 1787161116.648 8 None {'3': 0, '5': 0, '1': 0, '2': 0}
4 1787161116.648 9 None {'3': 0, '5': 0, '1': 0, '2': 0}
4 1787161116.648 10 None {'3': 0, '5': 0, '1': 0, '2': 0}
4 1787161116.648 11 None {'3': 0, '5': 0, '1': 0, '2': 0}
4 1787161116.648 12 None {'3': 0, '5': 0, '1': 0, '2': 0}
4 1787161116.648 13 None {'3': 0, '5': 0, '1': 0, '2': 0}
4 1787161116.648 14 None {'3': 0, '5': 0, '1': 0, '2': 0}
4 1787161116.648 15 None {'3': 0, '5': 0, '1': 0, '2': 0}
