ID TIME n private balances
1 1786976522.807 0 {} {}
1 1786976522.807 0 {} {}
1 1786976522.807 4 None {'2': 0, '0': 0, '3': 0, '4': 0, '1': 0}
1 1786976522.807 6 None {'2': 3, '0': 0, '3': 0, '4': 0, '1': 0}
1 1786976522.807 10 None {'2': 3, '0': 0, '3': 1, '4': 0, '1': 0}
1 1786976522.807 14 None {'2': 3, '0': 0, '3': 1, '4': 3, '1': 0}
1 1786976522.807 17 None {'2': 3, '0': 0, '3': 1, '4': 3, '1': 3}
