ID TIME n private balances
2 1786572178.661 0 {} {}
2 1786572178.661 1 None {'1': 0, '0': 0}
2 1786572178.661 6 None {'1': 1, '0': 0, '2': 0, '4': 0, '3': 0}
2 1786572178.661 9 None {'1': 1, '0': 0, '2': 4, '4': 0, '3': 0, '5': 0}
2 1786572178.661 16 None {'1': 1, '0': 0, '2': 4, '4': 0, '3': 2, '5': 0}
2 1786572178.661 18 None {'1': 1, '0': 0, '2': 4, '4': 6, '3': 2, '5': 0}
2 1786572178.661 23 None {'1': 1, '0': 0, '2': 4, '4': 6, '3': 2, '5': 1}
2 1786572178.661 29 None {'1': 1, '0': 0, '2': 8, '4': 6, '3': 2, '5': 1}
2 1786572178.661 31 None {'1': 1, '0': 0, '2': 8, '4': 11, '3': 2, '5': 1}
2 1786572178.661 35 None {'1': 1, '0': 0, '2': 8, '4': 11, '3': 3, '5': 1}
2 1786572178.661 39 None {'1': 1, '0': 0, '2': 8, '4': 11, '3': 3, '5': 4}
2 1786572178.661 41 None {'1': 1, '0': 0, '2': 11, '4': 11, '3': 3, '5': 4}
2 1786572178.661 47 None {'1': 2, '0': 0, '2': 11, '4': 11, '3': 3, '5': 4}
2 1786572178.661 49 None {'1': 2, '0': 0, '2': 11, '4': 16, '3': 3, '5': 4}
2 1786572178.661 55 None {'1': 2, '0': 0, '2': 11, '4': 16, '3': 4, '5': 4}
2 1786572178.662 61 None {'1': 2, '0': 0, '2': 16, '4': 16, '3': 4, '5': 4}
2 1786572178.662 65 None {'1': 2, '0': 0, '2': 16, '4': 21, '3': 4, '5': 4}
2 1786572178.662 67 None {'1': 5, '0': 0, '2': 16, '4': 21, '3': 4, '5': 4}
2 1786572178.662 75 None {'1': 5, '0': 0, '2': 17, '4': 21, '3': 4, '5': 4}
2 1786572178.662 78 None {'1': 5, '0': 0, '2': 17, '4': 21, '3': 11, '5': 4}
2 1786572178.662 82 None {'1': 5, '0': 0, '2': 17, '4': 21, '3': 11, '5': 6}
2 1786572178.662 85 None {'1': 5, '0': 0, '2': 20, '4': 21, '3': 11, '5': 6}
2 1786572178.662 89 None {'1': 7, '0': 0, '2': 20, '4': 21, '3': 11, '5': 6}
2 1786572178.662 93 None {'1': 7, '0': 0, '2': 20, '4': 21, '3': 14, '5': 6}
2 1786572178.662 97 None {'1': 7, '0': 0, '2': 20, '4': 24, '3': 14, '5': 6}
2 1786572178.662 102 None {'1': 7, '0': 0, '2': 20, '4': 24, '3': 14, '5': 9}
2 1786572178.662 107 None {'1': 11, '0': 0, '2': 20, '4': 24, '3': 14, '5': 9}
2 1786572178.662 113 None {'1': 11, '0': 0, '2': 20, '4': 24, '3': 18, '5': 9}
2 1786572178.662 116 None {'1': 11, '0': 0, '2': 20, '4': 29, '3': 18, '5': 9}
2 1786572178.662 119 None {'1': 11, '0': 0, '2': 20, '4': 29, '3': 18, '5': 11}
2 1786572178.662 122 None {'1': 11, '0': 0, '2': 22, '4': 29, '3': 18, '5': 11}
2 1786572178.662 130 None {'1': 11, '0': 0, '2': 22, '4': 31, '3': 18, '5': 11}
