ID TIME n private balances
2 1786781720.222 0 {} {}
2 1786781720.222 1 {} {'2': 0, '0': 0}
2 1786781720.222 7 None {'2': 1, '0': 0, '4': 0, '1': 0, '3': 0, '5': 0}
2 1786781720.222 12 None {'2': 1, '0': 0, '4': 5, '1': 0, '3': 0, '5': 0}
2 1786781720.222 18 None {'2': 1, '0': 0, '4': 5, '1': 0, '3': 4, '5': 0}
2 1786781720.223 22 None {'2': 1, '0': 0, '4': 5, '1': 0, '3': 4, '5': 5}
2 1786781720.223 28 None {'2': 1, '0': 0, '4': 5, '1': 0, '3': 7, '5': 5}
2 1786781720.223 34 None {'2': 1, '0': 0, '4': 5, '1': 0, '3': 12, '5': 5}
2 1786781720.223 38 None {'2': 1, '0': 0, '4': 5, '1': 0, '3': 12, '5': 10}
2 1786781720.223 44 None {'2': 1, '0': 0, '4': 5, '1': 0, '3': 15, '5': 10}
2 1786781720.223 48 None {'2': 6, '0': 0, '4': 5, '1': 0, '3': 15, '5': 10}
2 1786781720.223 51 None {'2': 6, '0': 0, '4': 5, '1': 0, '3': 15, '5': 13}
2 1786781720.223 56 None {'2': 6, '0': 0, '4': 7, '1': 0, '3': 15, '5': 13}
2 1786781720.223 61 None {'2': 6, '0': 0, '4': 7, '1': 0, '3': 19, '5': 13}
2 1786781720.224 66 None {'2': 6, '0': 0, '4': 7, '1': 0, '3': 23, '5': 13}
2 1786781720.224 69 None {'2': 6, '0': 0, '4': 7, '1': 0, '3': 23, '5': 17}
2 1786781720.224 75 None {'2': 6, '0': 0, '4': 9, '1': 0, '3': 23, '5': 17}
