ID TIME n private balances
1 1786984447.679 0 {} {}
1 1786984447.679 0 {} {}
1 1786984447.679 5 None {'4': 0, '0': 0, '2': 0, '3': 0, '1': 0}
1 1786984447.679 6 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
1 1786984447.679 11 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
1 1786984447.679 14 None {'4': 4, '0': 0, '2': 0, '3': 4, '1': 0}
1 1786984447.679 19 None {'4': 6, '0': 0, '2': 0, '3': 4, '1': 0}
1 1786984447.679 23 None {'4': 6, '0': 0, '2': 4, '3': 4, '1': 0}
1 1786984447.68 26 None {'4': 6, '0': 0, '2': 4, '3': 7, '1': 0}
1 1786984447.68 29 None {'4': 6, '0': 0, '2': 4, '3': 7, '1': 2}
