ID TIME n private balances
1 1787134237.911 0 {} {}
1 1787134237.911 0 {} {}
1 1787134237.911 1 None {'1': 0}
1 1787134237.911 2 None {'1': 0, '2': 0}
1 1787134237.911 3 None {'1': 0, '2': 0, '4': 0}
1 1787134237.912 4 None {'1': 0, '2': 0, '4': 0, '5': 0}
1 1787134237.912 5 None {'1': 0, '2': 0, '4': 0, '5': 0}
1 1787134237.912 6 None {'1': 0, '2': 0, '4': 0, '5': 0}
1 1787134237.912 7 None {'1': 0, '2': 0, '4': 0, '5': 0}
1 1787134237.912 8 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 9 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 10 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 11 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 12 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 13 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 14 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 15 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 16 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 17 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 18 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 19 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 20 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 21 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 22 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 23 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 24 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 25 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 26 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.912 27 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 28 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 29 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 30 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 31 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 32 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 33 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 34 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 35 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 36 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 37 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 38 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 39 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 40 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 41 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 42 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 43 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 44 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 45 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 46 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 47 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 48 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 49 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.913 50 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 51 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 52 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 53 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 54 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 55 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 56 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 57 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 58 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 59 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 60 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 61 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 62 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 63 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 64 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 65 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 66 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 67 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 68 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 69 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 70 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.914 71 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 72 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 73 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 74 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 75 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 76 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 77 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 78 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 79 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 80 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 81 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 82 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
1 1787134237.915 83 None {'1': 0, '2': 0, '4': 0, '5': 0, '3': 0}
