ID TIME n private balances
1 1786976376.277 0 {} {}
1 1786976376.277 0 {} {}
1 1786976376.277 4 None {'2': 0, '0': 0, '3': 0, '4': 0, '1': 0}
1 1786976376.277 6 None {'2': 3, '0': 0, '3': 0, '4': 0, '1': 0}
1 1786976376.277 10 None {'2': 3, '0': 0, '3': 1, '4': 0, '1': 0}
1 1786976376.277 13 None {'2': 3, '0': 0, '3': 1, '4': 3, '1': 0}
1 1786976376.277 17 None {'2': 5, '0': 0, '3': 1, '4': 3, '1': 0}
1 1786976376.277 20 None {'2': 5, '0': 0, '3': 4, '4': 3, '1': 0}
1 1786976376.277 23 None {'2': 5, '0': 0, '3': 4, '4': 3, '1': 2}
