ID TIME n private balances
4 1786976522.789 0 {} {}
4 1786976522.789 0 None {}
4 1786976522.789 4 None {'2': 0, '0': 0, '3': 0, '4': 0, '1': 0}
4 1786976522.789 6 None {'2': 3, '0': 0, '3': 0, '4': 0, '1': 0}
4 1786976522.789 10 None {'2': 3, '0': 0, '3': 1, '4': 0, '1': 0}
4 1786976522.789 13 None {'2': 3, '0': 0, '3': 1, '4': 3, '1': 0}
