ID TIME n private balances
2 1786584375.019 0 {} {}
2 1786584375.019 5 {} {'2': 0, '0': 0, '3': 0, '1': 0, '4': 0, '5': 0}
2 1786584375.019 11 {} {'2': 5, '0': 0, '3': 0, '1': 0, '4': 0, '5': 0}
2 1786584375.019 17 None {'2': 10, '0': 0, '3': 0, '1': 0, '4': 0, '5': 0}
2 1786584375.019 21 None {'2': 10, '0': 0, '3': 5, '1': 0, '4': 0, '5': 0}
2 1786584375.019 25 None {'2': 10, '0': 0, '3': 5, '1': 0, '4': 3, '5': 0}
2 1786584375.019 31 None {'2': 10, '0': 0, '3': 5, '1': 3, '4': 3, '5': 0}
