ID TIME n private balances
3 1786984252.052 0 {} {}
3 1786984252.052 0 None {}
3 1786984252.052 1 None {'1': 0}
3 1786984252.052 6 None {'1': 0, '2': 0, '0': 0, '3': 0, '4': 0}
3 1786984252.052 10 None {'1': 0, '2': 4, '0': 0, '3': 0, '4': 0}
3 1786984252.052 13 None {'1': 0, '2': 7, '0': 0, '3': 0, '4': 0}
3 1786984252.052 16 None {'1': 0, '2': 9, '0': 0, '3': 0, '4': 0}
3 1786984252.052 22 None {'1': 0, '2': 9, '0': 0, '3': 2, '4': 0}
3 1786984252.052 25 None {'1': 0, '2': 9, '0': 0, '3': 2, '4': 5}
3 1786984252.052 28 None {'1': 0, '2': 9, '0': 0, '3': 2, '4': 7}
3 1786984252.052 31 None {'1': 0, '2': 9, '0': 0, '3': 4, '4': 7}
3 1786984252.053 36 None {'1': 0, '2': 9, '0': 0, '3': 6, '4': 7}
