ID TIME n private balances
2 1786987632.187 0 {} {}
2 1786987632.187 5 {} {'2': 0, '0': 0, '1': 0, '5': 0, '3': 0, '4': 0}
2 1786987632.187 11 None {'2': 5, '0': 0, '1': 0, '5': 0, '3': 0, '4': 0}
2 1786987632.187 17 None {'2': 5, '0': 0, '1': 0, '5': 0, '3': 5, '4': 0}
2 1786987632.187 21 None {'2': 5, '0': 0, '1': 0, '5': 0, '3': 10, '4': 0}
2 1786987632.187 24 None {'2': 8, '0': 0, '1': 0, '5': 0, '3': 10, '4': 0}
2 1786987632.188 29 None {'2': 8, '0': 0, '1': 0, '5': 0, '3': 12, '4': 0}
2 1786987632.188 32 None {'2': 8, '0': 0, '1': 0, '5': 0, '3': 16, '4': 0}
2 1786987632.188 35 None {'2': 8, '0': 0, '1': 0, '5': 2, '3': 16, '4': 0}
2 1786987632.188 41 None {'2': 8, '0': 0, '1': 0, '5': 4, '3': 16, '4': 0}
2 1786987632.188 45 None {'2': 8, '0': 0, '1': 0, '5': 4, '3': 16, '4': 5}
2 1786987632.188 97 None {'2': 8, '0': 0, '1': 0, '5': 7, '3': 16, '4': 5, '18': 0, '17': 0, '9': 0, '8': 0, '7': 0, '11': 0, '15': 0, '6': 0, '20': 0, '16': 0, '14': 0, '10': 0, '12': 0, '19': 0, '13': 0}
2 1786987632.188 100 None {'2': 8, '0': 0, '1': 0, '5': 7, '3': 67, '4': 5, '18': 0, '17': 0, '9': 0, '8': 0, '7': 0, '11': 0, '15': 0, '6': 0, '20': 0, '16': 0, '14': 0, '10': 0, '12': 0, '19': 0, '13': 0}
2 1786987632.189 107 None {'2': 10, '0': 0, '1': 0, '5': 7, '3': 67, '4': 5, '18': 0, '17': 0, '9': 0, '8': 0, '7': 0, '11': 0, '15': 0, '6': 0, '20': 0, '16': 0, '14': 0, '10': 0, '12': 0, '19': 0, '13': 0}
