ID TIME n private balances
3 1787161412.194 0 {} {}
3 1787161412.194 0 None {}
3 1787161412.194 1 None {'4': 0}
3 1787161412.194 2 None {'4': 0, '5': 0}
3 1787161412.194 3 None {'4': 0, '5': 0, '2': 0}
3 1787161412.194 4 None {'4': 0, '5': 0, '2': 0}
3 1787161412.194 5 None {'4': 0, '5': 0, '2': 0, '3': 0}
3 1787161412.194 6 None {'4': 0, '5': 0, '2': 0, '3': 0}
3 1787161412.194 7 None {'4': 0, '5': 0, '2': 0, '3': 0}
3 1787161412.194 8 None {'4': 0, '5': 0, '2': 0, '3': 0}
3 1787161412.194 9 None {'4': 0, '5': 0, '2': 0, '3': 0}
3 1787161412.194 10 None {'4': 0, '5': 0, '2': 0, '3': 0}
3 1787161412.194 11 None {'4': 0, '5': 0, '2': 0, '3': 0}
3 1787161412.194 12 None {'4': 0, '5': 0, '2': 0, '3': 0}
3 1787161412.194 13 None {'4': 0, '5': 0, '2': 0, '3': 0}
