ID TIME n private balances
2 1787160921.178 0 {} {}
2 1787160921.178 0 None {}
2 1787160921.178 1 None {'3': 0}
2 1787160921.178 2 None {'3': 0, '5': 0}
2 1787160921.178 3 None {'3': 0, '5': 0, '1': 0}
2 1787160921.178 4 None {'3': 0, '5': 0, '1': 0}
2 1787160921.178 5 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.178 6 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.179 7 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.179 8 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.179 9 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.179 10 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.179 11 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.179 12 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.179 13 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.179 14 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.179 15 None {'3': 0, '5': 0, '1': 0, '4': 0}
2 1787160921.18 16 None {'3': 0, '5': 0, '1': 0, '4': 0}
