ID TIME n private balances
4 1786976390.695 0 {} {}
4 1786976390.696 0 None {}
4 1786976390.696 3 None {'3': 0, '0': 0, '4': 0, '1': 0}
4 1786976390.696 8 None {'3': 2, '0': 0, '4': 0, '1': 0, '2': 0}
