ID TIME ROBOT_ID QLTY QTTY TOTAL
0 1.256 4 blue 8
0 2.271 2 blue 40
0 3.559 5 blue 56
0 5.412 5 blue 88
0 6.865 2 blue 120
0 7.865 1 blue 141
0 9.183 4 blue 165
0 10.755 3 blue 189
0 12.24 1 blue 221
0 13.553 4 blue 252
0 15.239 3 blue 265
0 16.307 4 blue 289
0 17.77 4 blue 305
0 19.268 4 blue 331
0 20.968 4 blue 359
0 22.118 5 blue 375
0 23.803 3 blue 407
0 25.207 2 blue 423
0 27.008 2 blue 449
0 28.04 4 blue 457
0 30.02 2 blue 480
0 31.522 4 blue 504
0 32.851 1 blue 512
0 33.891 4 blue 533
0 34.988 5 blue 549
0 36.306 4 blue 557
0 37.841 5 blue 589
0 39.098 1 blue 610
0 40.229 5 blue 626
