ID TIME n private balances
5 1787161412.186 0 {} {}
5 1787161412.186 0 None {}
5 1787161412.186 1 None {'4': 0}
5 1787161412.186 2 None {'4': 0, '5': 0}
5 1787161412.186 3 None {'4': 0, '5': 0, '2': 0}
5 1787161412.186 4 None {'4': 0, '5': 0, '2': 0}
5 1787161412.186 5 None {'4': 0, '5': 0, '2': 0, '3': 0}
5 1787161412.186 6 None {'4': 0, '5': 0, '2': 0, '3': 0}
5 1787161412.186 7 None {'4': 0, '5': 0, '2': 0, '3': 0}
5 1787161412.187 8 None {'4': 0, '5': 0, '2': 0, '3': 0}
5 1787161412.187 9 None {'4': 0, '5': 0, '2': 0, '3': 0}
5 1787161412.187 10 None {'4': 0, '5': 0, '2': 0, '3': 0}
5 1787161412.187 11 None {'4': 0, '5': 0, '2': 0, '3': 0}
5 1787161412.187 12 None {'4': 0, '5': 0, '2': 0, '3': 0}
5 1787161412.187 13 None {'4': 0, '5': 0, '2': 0, '3': 0}
