ID TIME TPS RAM CPU
0 0.015 66
0 0.025 104
0 0.029 211
0 0.034 229
0 0.038 235
0 0.042 244
0 0.048 176
0 0.052 237
0 0.056 233
0 0.061 226
0 0.07 113
0 0.075 181
0 0.08 212
0 0.085 204
0 0.09 213
0 0.094 215
0 0.099 217
0 0.103 220
0 0.108 212
0 0.113 211
0 0.118 192
0 0.123 214
0 0.159 28
0 0.163 212
0 0.168 221
0 0.173 220
0 0.177 219
0 0.182 202
0 0.187 203
0 0.192 209
0 0.198 158
0 0.204 187
0 0.208 205
0 0.213 207
0 0.218 196
0 0.223 203
0 0.228 203
0 0.233 203
0 0.238 202
0 0.245 149
0 0.252 136
0 0.257 225
0 0.261 228
0 0.298 27
0 0.303 209
0 0.307 216
0 0.312 219
0 0.316 220
0 0.321 217
0 0.326 209
0 0.332 168
0 0.337 201
0 0.344 141
0 0.349 203
0 0.354 212
0 0.358 213
0 0.363 216
0 0.368 214
0 0.372 215
0 0.377 210
0 0.383 176
0 0.388 206
0 0.393 202
0 0.397 209
0 0.432 29
0 0.437 205
0 0.442 210
0 0.447 213
0 0.451 214
0 0.456 208
0 0.463 154
0 0.468 204
0 0.473 202
0 0.478 192
0 0.483 203
0 0.488 206
0 0.492 204
0 0.499 147
0 0.504 197
0 0.509 203
0 0.516 150
0 0.521 202
0 0.526 206
0 0.531 210
0 0.535 208
0 0.577 24
0 0.581 207
0 0.586 208
0 0.591 207
0 0.596 205
0 0.602 167
0 0.607 193
0 0.612 191
0 0.618 183
0 0.623 186
0 0.629 186
0 0.634 186
0 0.639 186
0 0.645 184
0 0.65 184
0 0.657 143
0 0.663 172
0 0.669 180
0 0.674 184
0 0.68 180
0 0.685 186
0 0.732 21
0 0.737 203
0 0.742 208
0 0.747 212
0 0.753 175
0 0.757 205
0 0.762 204
0 0.767 203
0 0.772 199
0 0.777 195
0 0.782 203
0 0.787 201
0 0.792 197
0 0.797 201
0 0.803 179
0 0.808 198
0 0.813 195
0 0.818 194
0 0.824 198
0 0.831 141
0 0.836 194
0 0.886 20
0 0.892 189
0 0.897 209
0 0.902 169
0 0.907 208
0 0.912 206
0 0.917 199
0 0.922 199
0 0.927 195
0 0.933 189
0 0.938 194
0 0.943 195
0 0.948 194
0 0.955 141
0 0.961 191
0 0.966 193
0 0.971 197
0 0.976 188
0 0.981 193
0 0.987 195
0 0.992 197
0 1.039 21
0 1.044 202
0 1.049 178
0 1.054 196
0 1.059 202
0 1.064 205
0 1.069 205
0 1.074 199
0 1.079 198
0 1.084 192
0 1.09 199
0 1.095 202
0 1.101 161
0 1.106 200
0 1.111 201
0 1.116 197
0 1.121 199
0 1.126 197
0 1.131 188
0 1.136 194
0 1.142 197
0 1.171 34
0 1.177 174
0 1.182 198
0 1.187 204
0 1.191 210
0 1.196 206
0 1.201 208
0 1.206 205
0 1.211 205
0 1.216 197
0 1.221 203
0 1.226 180
0 1.231 205
0 1.236 205
0 1.241 203
0 1.246 203
0 1.251 201
0 1.256 202
0 1.261 190
0 1.267 195
0 1.272 198
0 1.297 40
0 1.302 199
0 1.307 202
0 1.312 206
0 1.316 203
0 1.321 205
0 1.326 204
0 1.331 204
0 1.336 203
0 1.341 189
0 1.348 162
0 1.353 202
0 1.358 203
0 1.362 206
0 1.367 202
0 1.372 200
0 1.378 197
0 1.383 190
0 1.388 198
0 1.393 197
0 1.399 173
0 1.428 35
0 1.433 190
0 1.438 203
0 1.443 207
0 1.448 204
0 1.452 209
0 1.457 206
0 1.462 203
0 1.467 203
0 1.476 117
0 1.481 194
0 1.486 202
0 1.491 201
0 1.498 147
0 1.503 195
0 1.508 200
0 1.513 199
0 1.518 198
0 1.523 190
0 1.53 160
0 1.535 199
0 1.567 31
0 1.573 183
0 1.578 202
0 1.583 206
0 1.587 212
0 1.592 208
0 1.597 196
0 1.602 208
0 1.607 185
0 1.612 202
0 1.618 194
0 1.623 204
0 1.627 206
0 1.632 203
0 1.637 202
0 1.642 202
0 1.647 205
0 1.652 202
0 1.658 160
0 1.664 197
0 1.668 203
0 1.693 40
0 1.699 190
0 1.703 205
0 1.708 207
0 1.713 207
0 1.718 206
0 1.723 209
0 1.728 182
0 1.733 203
0 1.738 198
0 1.743 205
0 1.748 207
0 1.753 206
0 1.758 203
0 1.763 206
0 1.768 207
0 1.773 207
0 1.778 182
0 1.783 202
0 1.788 201
0 1.793 205
0 1.81 58
0 1.815 199
0 1.82 207
0 1.825 206
0 1.83 208
0 1.835 209
0 1.84 183
0 1.845 203
0 1.85 202
0 1.855 197
0 1.86 202
0 1.865 204
0 1.87 204
0 1.875 205
0 1.88 203
0 1.885 203
0 1.891 156
0 1.896 192
0 1.901 199
0 1.906 200
0 1.911 203
0 1.936 41
0 1.941 189
0 1.946 202
0 1.951 208
0 1.956 207
0 1.961 184
0 1.966 206
0 1.971 208
0 1.976 207
0 1.981 201
0 1.986 208
0 1.99 211
0 1.995 209
0 2.0 209
0 2.005 208
0 2.01 188
0 2.015 207
0 2.02 208
0 2.025 199
0 2.03 205
0 2.035 207
0 2.046 91
0 2.051 196
0 2.056 205
0 2.06 213
0 2.066 191
0 2.07 212
0 2.075 206
0 2.08 208
0 2.085 211
0 2.09 203
0 2.095 206
0 2.099 212
0 2.104 209
0 2.109 207
0 2.115 176
0 2.12 210
0 2.124 209
0 2.129 208
0 2.134 204
0 2.139 206
0 2.144 210
0 2.155 86
0 2.161 184
0 2.165 214
0 2.171 179
0 2.176 214
0 2.18 212
0 2.185 213
0 2.19 207
0 2.195 213
0 2.2 199
0 2.205 209
0 2.209 213
0 2.214 202
0 2.22 188
0 2.224 210
0 2.229 207
0 2.234 206
0 2.239 207
0 2.247 133
0 2.251 204
0 2.256 207
0 2.268 89
0 2.273 199
0 2.278 188
0 2.283 191
0 2.288 191
0 2.293 209
0 2.298 212
0 2.303 210
0 2.309 160
0 2.315 177
0 2.319 224
0 2.323 236
0 2.328 216
0 2.332 240
0 2.336 241
0 2.341 235
0 2.347 156
0 2.352 201
0 2.357 224
0 2.361 232
0 2.365 235
0 2.378 78
0 2.384 169
0 2.389 223
0 2.393 230
0 2.397 233
0 2.402 231
0 2.406 228
0 2.41 229
0 2.415 225
0 2.42 205
0 2.426 167
0 2.432 165
0 2.436 228
0 2.441 230
0 2.445 230
0 2.449 226
0 2.454 222
0 2.458 219
0 2.463 213
0 2.468 208
0 2.473 200
0 2.492 53
0 2.498 172
0 2.503 183
0 2.509 190
0 2.513 208
0 2.518 204
0 2.523 203
0 2.528 205
0 2.534 182
0 2.539 201
0 2.544 184
0 2.549 204
0 2.554 205
0 2.559 194
0 2.564 199
0 2.569 200
0 2.574 202
0 2.579 188
0 2.585 196
0 2.59 202
0 2.596 156
0 2.619 44
0 2.624 178
0 2.629 191
0 2.634 216
0 2.639 211
0 2.644 205
0 2.649 210
0 2.653 213
0 2.658 211
0 2.664 169
0 2.669 204
0 2.674 207
0 2.679 205
0 2.684 194
0 2.689 205
0 2.694 202
0 2.699 200
0 2.704 204
0 2.709 192
0 2.715 177
0 2.72 201
0 2.736 60
0 2.742 191
0 2.746 206
0 2.751 207
0 2.756 196
0 2.761 203
0 2.766 204
0 2.771 203
0 2.778 146
0 2.783 199
0 2.788 203
0 2.793 203
0 2.798 203
0 2.803 204
0 2.808 203
0 2.813 203
0 2.818 201
0 2.823 178
0 2.83 161
0 2.835 200
0 2.84 202
0 2.865 40
0 2.869 207
0 2.874 223
0 2.878 228
0 2.883 227
0 2.887 222
0 2.892 219
0 2.898 169
0 2.902 216
0 2.908 190
0 2.912 211
0 2.917 214
0 2.922 215
0 2.926 214
0 2.931 213
0 2.936 216
0 2.941 212
0 2.946 174
0 2.951 197
0 2.956 205
0 2.961 209
0 2.987 39
0 2.992 206
0 2.996 214
0 3.001 214
0 3.006 214
0 3.01 217
0 3.016 179
0 3.021 207
0 3.026 209
0 3.031 197
0 3.036 207
0 3.04 208
0 3.045 208
0 3.05 208
0 3.055 210
0 3.059 212
0 3.065 183
0 3.07 209
0 3.075 197
0 3.08 205
0 3.085 208
0 3.103 54
0 3.108 187
0 3.113 201
0 3.118 214
0 3.123 213
0 3.128 189
0 3.133 202
0 3.138 205
0 3.143 208
0 3.148 199
0 3.153 210
0 3.157 213
0 3.162 212
0 3.167 213
0 3.172 209
0 3.177 186
0 3.182 210
0 3.186 213
0 3.192 197
0 3.196 206
0 3.201 210
0 3.22 53
0 3.225 208
0 3.229 216
0 3.234 218
0 3.239 191
0 3.244 216
0 3.249 216
0 3.253 215
0 3.258 210
0 3.263 200
0 3.268 210
0 3.273 212
0 3.277 209
0 3.283 171
0 3.29 146
0 3.296 173
0 3.301 207
0 3.306 202
0 3.311 185
0 3.316 208
0 3.321 216
0 3.338 57
0 3.344 174
0 3.348 222
0 3.353 201
0 3.358 225
0 3.362 230
0 3.367 227
0 3.371 221
0 3.376 216
0 3.38 218
0 3.385 201
0 3.39 212
0 3.395 217
0 3.4 192
0 3.405 213
0 3.409 216
0 3.414 216
0 3.419 218
0 3.424 201
0 3.428 210
0 3.433 212
0 3.447 73
0 3.452 208
0 3.457 179
0 3.462 215
