ID TIME EVENT X Y XMIN XMAX YMIN YMAX
2 0.023 ENTER 1.286 1.219 -0.203 2.469 -0.203 2.469
2 0.506 EXIT 1.184 1.07 -0.203 2.469 -0.203 2.469
2 0.722 ENTER 1.193 1.082 -0.203 2.469 -0.203 2.469
2 2.059 EXIT 1.176 1.088 -0.203 2.469 -0.203 2.469
2 2.627 ENTER 1.181 1.091 -0.203 2.469 -0.203 2.469
2 5.062 EXIT 1.166 1.099 -0.203 2.469 -0.203 2.469
2 5.51 ENTER 1.171 1.102 -0.203 2.469 -0.203 2.469
2 7.693 EXIT 1.15 1.108 -0.203 2.469 -0.203 2.469
2 8.195 ENTER 1.163 1.114 -0.203 2.469 -0.203 2.469
2 10.767 EXIT 1.141 1.124 -0.203 2.469 -0.203 2.469
2 11.266 ENTER 1.149 1.125 -0.203 2.469 -0.203 2.469
2 414.615 EXIT 1.225 1.032 -0.203 2.469 -0.203 2.469
2 446.255 ENTER 1.042 1.23 -0.203 2.469 -0.203 2.469
2 475.618 EXIT 1.06 1.201 -0.203 2.469 -0.203 2.469
