ID TIME n private balances
4 1787161049.983 0 {} {}
4 1787161049.984 0 None {}
4 1787161049.984 1 None {'2': 0}
4 1787161049.984 2 None {'2': 0, '5': 0}
4 1787161049.984 3 None {'2': 0, '5': 0}
4 1787161049.984 4 None {'2': 0, '5': 0}
4 1787161049.984 5 None {'2': 0, '5': 0, '3': 0}
4 1787161049.984 6 None {'2': 0, '5': 0, '3': 0}
4 1787161049.984 7 None {'2': 0, '5': 0, '3': 0}
4 1787161049.984 8 None {'2': 0, '5': 0, '3': 0}
4 1787161049.984 9 None {'2': 0, '5': 0, '3': 0}
4 1787161049.984 10 None {'2': 0, '5': 0, '3': 0}
4 1787161049.984 11 None {'2': 0, '5': 0, '3': 0}
4 1787161049.985 12 None {'2': 0, '5': 0, '3': 0, '1': 0}
4 1787161049.985 13 None {'2': 0, '5': 0, '3': 0, '1': 0}
4 1787161049.985 14 None {'2': 0, '5': 0, '3': 0, '1': 0}
4 1787161049.985 15 None {'2': 0, '5': 0, '3': 0, '1': 0}
4 1787161049.985 16 None {'2': 0, '5': 0, '3': 0, '1': 0}
4 1787161049.985 17 None {'2': 0, '5': 0, '3': 0, '1': 0}
4 1787161049.985 18 None {'2': 0, '5': 0, '3': 0, '1': 0}
4 1787161049.985 19 None {'2': 0, '5': 0, '3': 0, '1': 0}
4 1787161049.985 20 None {'2': 0, '5': 0, '3': 0, '1': 0}
4 1787161049.985 21 None {'2': 0, '5': 0, '3': 0, '1': 0}
