ID TIME n private balances
2 1787161083.292 0 {} {}
2 1787161083.292 0 None {}
2 1787161083.292 1 None {'5': 0}
2 1787161083.292 2 None {'5': 0, '2': 0}
2 1787161083.292 3 None {'5': 0, '2': 0}
2 1787161083.292 4 None {'5': 0, '2': 0, '1': 0}
2 1787161083.293 5 None {'5': 0, '2': 0, '1': 0, '4': 0}
2 1787161083.293 6 None {'5': 0, '2': 0, '1': 0, '4': 0}
2 1787161083.293 7 None {'5': 0, '2': 0, '1': 0, '4': 0}
2 1787161083.293 8 None {'5': 0, '2': 0, '1': 0, '4': 0}
2 1787161083.293 9 None {'5': 0, '2': 0, '1': 0, '4': 0}
2 1787161083.293 10 None {'5': 0, '2': 0, '1': 0, '4': 0}
2 1787161083.293 11 None {'5': 0, '2': 0, '1': 0, '4': 0}
2 1787161083.293 12 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
2 1787161083.293 13 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
2 1787161083.293 14 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
2 1787161083.293 15 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
2 1787161083.293 16 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
2 1787161083.293 17 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
2 1787161083.293 18 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
2 1787161083.293 19 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
2 1787161083.293 20 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
2 1787161083.293 21 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
