ID TIME n private balances
3 1786984447.667 0 {} {}
3 1786984447.667 0 None {}
3 1786984447.668 5 None {'4': 0, '0': 0, '2': 0, '3': 0, '1': 0}
3 1786984447.668 6 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
3 1786984447.668 11 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
3 1786984447.668 14 None {'4': 4, '0': 0, '2': 0, '3': 4, '1': 0}
3 1786984447.668 19 None {'4': 6, '0': 0, '2': 0, '3': 4, '1': 0}
3 1786984447.668 23 None {'4': 6, '0': 0, '2': 4, '3': 4, '1': 0}
3 1786984447.668 26 None {'4': 6, '0': 0, '2': 4, '3': 7, '1': 0}
3 1786984447.668 29 None {'4': 6, '0': 0, '2': 4, '3': 7, '1': 2}
