ID TIME ROBOT_ID QLTY QTTY TOTAL
0 1.215 4 blue 8
0 2.238 2 blue 24
0 3.717 4 blue 59
0 4.949 2 blue 67
0 6.443 3 blue 83
0 7.45 1 blue 112
0 8.484 3 blue 120
0 10.099 2 blue 144
0 11.231 5 blue 171
0 12.466 4 blue 179
0 14.036 5 blue 203
0 15.154 4 blue 215
0 16.362 1 blue 239
0 17.474 5 blue 242
0 18.501 3 blue 271
0 19.557 4 blue 287
0 20.617 3 blue 308
0 21.708 1 blue 315
0 22.885 4 blue 347
0 24.08 1 blue 362
0 26.331 5 blue 392
0 27.814 4 blue 416
0 28.904 2 blue 424
0 30.016 5 blue 440
0 31.087 4 blue 456
0 32.422 2 blue 484
0 34.25 1 blue 500
0 35.288 2 blue 516
0 36.667 1 blue 524
0 37.765 2 blue 548
0 39.74 3 blue 554
0 40.78 5 blue 568
