ID TIME n private balances
2 1786976522.799 0 {} {}
2 1786976522.799 0 None {}
2 1786976522.799 4 None {'2': 0, '0': 0, '3': 0, '4': 0, '1': 0}
2 1786976522.799 6 None {'2': 3, '0': 0, '3': 0, '4': 0, '1': 0}
2 1786976522.8 10 None {'2': 3, '0': 0, '3': 1, '4': 0, '1': 0}
2 1786976522.8 13 None {'2': 3, '0': 0, '3': 1, '4': 3, '1': 0}
