ID TIME n private balances
1 1787162984.68 0 {} {}
1 1787162984.68 0 None {}
1 1787162984.68 1 None {'2': 0}
1 1787162984.68 2 None {'2': 0, '4': 0}
1 1787162984.68 3 None {'2': 0, '4': 0}
1 1787162984.68 4 None {'2': 0, '4': 0, '9': 0}
1 1787162984.681 5 None {'2': 0, '4': 0, '9': 0, '7': 0}
1 1787162984.681 6 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0}
1 1787162984.681 7 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
1 1787162984.681 8 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
1 1787162984.681 9 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
1 1787162984.681 10 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
1 1787162984.681 11 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
1 1787162984.681 12 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
1 1787162984.681 13 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
1 1787162984.681 14 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0}
1 1787162984.681 15 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0}
1 1787162984.681 16 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0}
1 1787162984.681 17 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0}
1 1787162984.681 18 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0}
1 1787162984.681 19 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0}
1 1787162984.681 20 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0}
1 1787162984.681 21 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0}
1 1787162984.681 22 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
1 1787162984.681 23 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
1 1787162984.681 24 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
1 1787162984.681 25 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
1 1787162984.681 26 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
