ID TIME n private balances
6 1787162512.394 0 {} {}
6 1787162512.394 0 None {}
6 1787162512.394 1 None {'9': 0}
6 1787162512.394 2 None {'9': 0}
6 1787162512.394 3 None {'9': 0, '7': 0}
6 1787162512.394 4 None {'9': 0, '7': 0}
6 1787162512.394 5 None {'9': 0, '7': 0, '10': 0}
6 1787162512.394 6 None {'9': 0, '7': 0, '10': 0}
6 1787162512.394 7 None {'9': 0, '7': 0, '10': 0, '8': 0}
6 1787162512.394 8 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0}
6 1787162512.394 9 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0}
6 1787162512.394 10 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
6 1787162512.394 11 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
6 1787162512.394 12 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
6 1787162512.394 13 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
6 1787162512.394 14 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
6 1787162512.394 15 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
6 1787162512.394 16 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
6 1787162512.394 17 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
6 1787162512.394 18 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0}
6 1787162512.394 19 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0}
6 1787162512.395 20 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
6 1787162512.395 21 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
6 1787162512.395 22 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
6 1787162512.395 23 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0}
6 1787162512.395 24 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
6 1787162512.395 25 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
6 1787162512.395 26 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
6 1787162512.395 27 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
6 1787162512.395 28 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0}
6 1787162512.395 29 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0, '1': 0}
6 1787162512.395 30 None {'9': 0, '7': 0, '10': 0, '8': 0, '5': 0, '4': 0, '2': 0, '3': 0, '6': 0, '1': 0}
