ID TIME EVENT X Y XMIN XMAX YMIN YMAX
17 31.385 ENTER 1.172 1.368 -0.227 2.76 -0.227 2.76
17 611.024 EXIT 1.316 1.212 -0.227 2.76 -0.227 2.76
17 624.102 ENTER 1.315 1.221 -0.227 2.76 -0.227 2.76
17 685.963 EXIT 1.289 1.241 -0.227 2.76 -0.227 2.76
17 691.51 ENTER 1.287 1.247 -0.227 2.76 -0.227 2.76
17 712.511 EXIT 1.314 1.212 -0.227 2.76 -0.227 2.76
17 718.246 ENTER 1.216 1.323 -0.227 2.76 -0.227 2.76
17 845.928 EXIT 1.379 1.146 -0.227 2.76 -0.227 2.76
17 867.085 ENTER 1.162 1.379 -0.227 2.76 -0.227 2.76
17 916.096 EXIT 1.287 1.243 -0.227 2.76 -0.227 2.76
17 921.758 ENTER 1.234 1.302 -0.227 2.76 -0.227 2.76
