ID TIME n private balances
3 1787160788.475 0 {} {}
3 1787160788.476 0 None {}
3 1787160788.476 1 None {'4': 0}
3 1787160788.476 2 None {'4': 0, '1': 0}
3 1787160788.476 3 None {'4': 0, '1': 0, '2': 0}
3 1787160788.476 4 None {'4': 0, '1': 0, '2': 0}
3 1787160788.476 5 None {'4': 0, '1': 0, '2': 0, '3': 0}
3 1787160788.476 6 None {'4': 0, '1': 0, '2': 0, '3': 0}
3 1787160788.476 7 None {'4': 0, '1': 0, '2': 0, '3': 0}
3 1787160788.476 8 None {'4': 0, '1': 0, '2': 0, '3': 0}
3 1787160788.476 9 None {'4': 0, '1': 0, '2': 0, '3': 0}
