ID TIME n private balances
2 1786769553.311 0 {} {}
2 1786769553.311 1 None {'1': 0, '0': 0}
2 1786769553.311 6 None {'1': 1, '0': 0, '2': 0, '4': 0, '3': 0}
2 1786769553.311 9 None {'1': 1, '0': 0, '2': 4, '4': 0, '3': 0, '5': 0}
2 1786769553.312 13 None {'1': 1, '0': 0, '2': 4, '4': 0, '3': 2, '5': 0}
2 1786769553.312 16 None {'1': 1, '0': 0, '2': 4, '4': 3, '3': 2, '5': 0}
2 1786769553.312 23 None {'1': 3, '0': 0, '2': 4, '4': 3, '3': 2, '5': 0}
2 1786769553.312 26 None {'1': 3, '0': 0, '2': 4, '4': 3, '3': 8, '5': 0}
2 1786769553.312 29 None {'1': 3, '0': 0, '2': 4, '4': 5, '3': 8, '5': 0}
2 1786769553.312 35 None {'1': 5, '0': 0, '2': 4, '4': 5, '3': 8, '5': 0}
2 1786769553.312 38 None {'1': 5, '0': 0, '2': 9, '4': 5, '3': 8, '5': 0}
2 1786769553.312 42 None {'1': 5, '0': 0, '2': 9, '4': 7, '3': 8, '5': 0}
2 1786769553.312 47 None {'1': 5, '0': 0, '2': 9, '4': 7, '3': 11, '5': 0}
2 1786769553.312 50 None {'1': 5, '0': 0, '2': 9, '4': 7, '3': 11, '5': 4}
2 1786769553.312 54 None {'1': 5, '0': 0, '2': 9, '4': 9, '3': 11, '5': 4}
2 1786769553.312 55 None {'1': 5, '0': 0, '2': 12, '4': 9, '3': 11, '5': 4}
2 1786769553.312 59 None {'1': 5, '0': 0, '2': 12, '4': 9, '3': 11, '5': 4}
2 1786769553.312 63 None {'1': 5, '0': 0, '2': 12, '4': 9, '3': 14, '5': 4}
2 1786769553.312 66 None {'1': 8, '0': 0, '2': 12, '4': 9, '3': 14, '5': 4}
2 1786769553.312 70 None {'1': 8, '0': 0, '2': 12, '4': 9, '3': 14, '5': 6}
2 1786769553.312 73 None {'1': 8, '0': 0, '2': 12, '4': 12, '3': 14, '5': 6}
2 1786769553.312 77 None {'1': 10, '0': 0, '2': 12, '4': 12, '3': 14, '5': 6}
2 1786769553.312 83 None {'1': 10, '0': 0, '2': 15, '4': 12, '3': 14, '5': 6}
2 1786769553.312 85 None {'1': 10, '0': 0, '2': 15, '4': 17, '3': 14, '5': 6}
2 1786769553.312 90 None {'1': 10, '0': 0, '2': 15, '4': 17, '3': 15, '5': 6}
2 1786769553.312 94 None {'1': 10, '0': 0, '2': 15, '4': 17, '3': 15, '5': 10}
2 1786769553.312 99 None {'1': 10, '0': 0, '2': 18, '4': 17, '3': 15, '5': 10}
2 1786769553.313 105 None {'1': 14, '0': 0, '2': 18, '4': 17, '3': 15, '5': 10}
2 1786769553.313 109 None {'1': 14, '0': 0, '2': 18, '4': 17, '3': 20, '5': 10}
2 1786769553.313 112 None {'1': 14, '0': 0, '2': 21, '4': 17, '3': 20, '5': 10}
2 1786769553.313 119 None {'1': 16, '0': 0, '2': 21, '4': 17, '3': 20, '5': 10}
2 1786769553.313 122 None {'1': 16, '0': 0, '2': 21, '4': 17, '3': 20, '5': 16}
2 1786769553.313 124 None {'1': 16, '0': 0, '2': 23, '4': 17, '3': 20, '5': 16}
2 1786769553.313 129 None {'1': 16, '0': 0, '2': 23, '4': 17, '3': 21, '5': 16}
2 1786769553.313 134 None {'1': 16, '0': 0, '2': 23, '4': 17, '3': 21, '5': 20}
2 1786769553.313 138 None {'1': 16, '0': 0, '2': 23, '4': 21, '3': 21, '5': 20}
2 1786769553.313 142 None {'1': 19, '0': 0, '2': 23, '4': 21, '3': 21, '5': 20}
2 1786769553.313 146 None {'1': 19, '0': 0, '2': 23, '4': 21, '3': 24, '5': 20}
2 1786769553.313 151 None {'1': 19, '0': 0, '2': 23, '4': 21, '3': 24, '5': 23}
2 1786769553.313 155 None {'1': 23, '0': 0, '2': 23, '4': 21, '3': 24, '5': 23}
2 1786769553.313 157 None {'1': 23, '0': 0, '2': 23, '4': 24, '3': 24, '5': 23}
2 1786769553.313 160 None {'1': 23, '0': 0, '2': 23, '4': 24, '3': 24, '5': 24}
2 1786769553.313 162 None {'1': 25, '0': 0, '2': 23, '4': 24, '3': 24, '5': 24}
2 1786769553.313 167 None {'1': 25, '0': 0, '2': 24, '4': 24, '3': 24, '5': 24}
2 1786769553.313 170 None {'1': 25, '0': 0, '2': 24, '4': 28, '3': 24, '5': 24}
2 1786769553.313 174 None {'1': 25, '0': 0, '2': 24, '4': 28, '3': 24, '5': 26}
2 1786769553.313 177 None {'1': 25, '0': 0, '2': 27, '4': 28, '3': 24, '5': 26}
2 1786769553.313 183 None {'1': 25, '0': 0, '2': 27, '4': 28, '3': 26, '5': 26}
