ID TIME n private balances
1 1786584310.165 0 {} {}
1 1786584310.165 1 None {'3': 0, '0': 0}
1 1786584310.166 7 None {'3': 1, '0': 0, '4': 0, '2': 0, '5': 0, '1': 0}
1 1786584310.166 12 None {'3': 1, '0': 0, '4': 5, '2': 0, '5': 0, '1': 0}
1 1786584310.166 17 None {'3': 1, '0': 0, '4': 9, '2': 0, '5': 0, '1': 0}
1 1786584310.166 21 None {'3': 1, '0': 0, '4': 13, '2': 0, '5': 0, '1': 0}
1 1786584310.166 22 None {'3': 1, '0': 0, '4': 13, '2': 3, '5': 0, '1': 0}
1 1786584310.166 29 None {'3': 1, '0': 0, '4': 13, '2': 3, '5': 0, '1': 0}
1 1786584310.166 33 None {'3': 1, '0': 0, '4': 13, '2': 9, '5': 0, '1': 0}
1 1786584310.166 35 None {'3': 1, '0': 0, '4': 13, '2': 9, '5': 0, '1': 3}
1 1786584310.167 41 None {'3': 1, '0': 0, '4': 13, '2': 9, '5': 0, '1': 4}
1 1786584310.167 43 None {'3': 1, '0': 0, '4': 13, '2': 9, '5': 5, '1': 4}
1 1786584310.167 48 None {'3': 1, '0': 0, '4': 13, '2': 10, '5': 5, '1': 4}
1 1786584310.167 54 None {'3': 1, '0': 0, '4': 17, '2': 10, '5': 5, '1': 4}
1 1786584310.167 55 None {'3': 1, '0': 0, '4': 17, '2': 15, '5': 5, '1': 4}
1 1786584310.167 56 None {'3': 1, '0': 0, '4': 17, '2': 15, '5': 5, '1': 4}
1 1786584310.167 62 None {'3': 1, '0': 0, '4': 17, '2': 15, '5': 5, '1': 4}
