ID TIME 
0 0.013 0 0 0 0 0 0
0 0.024 0 0 0 0 0 0
0 0.035 0 0 0 0 0 0
0 0.045 0 0 0 0 0 0
0 0.055 0 0 0 0 0 0
0 0.064 0 0 0 0 0 0
0 0.076 0 0 0 0 0 0
0 0.094 0 0 0 0 0 0
0 0.103 0 0 0 0 0 0
0 0.112 0 0 0 0 0 0
0 0.122 0 0 0 0 0 0
0 0.133 0 0 0 0 0 0
0 0.142 0 0 0 0 0 0
0 0.152 0 0 0 0 0 0
0 0.162 0 0 0 0 0 0
0 0.172 0 0 0 0 0 0
0 0.182 0 0 0 0 0 0
0 0.192 0 0 0 0 0 0
0 0.202 0 0 0 0 0 0
0 0.212 0 0 0 0 0 0
0 0.223 0 0 0 0 0 0
0 0.233 0 0 0 0 0 0
0 0.243 0 0 0 0 0 0
0 0.253 0 0 0 0 0 0
0 0.263 0 0 0 0 0 0
0 0.274 0 0 0 0 0 0
0 0.284 0 0 0 0 0 0
0 0.294 0 0 0 0 0 0
0 0.304 0 0 0 0 0 0
0 0.314 0 0 0 0 0 0
0 0.331 0 0 0 0 0 0
0 0.341 0 0 0 0 0 0
0 0.352 0 0 0 0 0 0
0 0.362 0 0 0 0 0 0
0 0.373 0 0 0 0 0 0
0 0.385 0 0 0 0 0 0
0 0.396 0 0 0 0 0 0
0 0.408 0 0 0 0 0 0
0 0.418 0 0 0 0 0 0
0 0.429 0 0 0 0 0 0
0 0.44 0 0 0 0 0 0
0 0.451 0 0 0 0 0 0
0 0.462 0 0 0 0 0 0
0 0.552 0 0 0 0 0 0
0 0.57 0 0 0 0 0 0
0 0.589 0 0 0 0 0 0
0 0.605 0 0 0 0 0 0
0 0.622 0 0 0 0 0 0
0 0.639 0 0 0 0 0 0
0 0.656 0 0 0 0 0 0
0 0.673 0 0 0 0 0 0
0 0.689 0 0 0 0 0 0
0 0.706 0 0 0 0 0 0
0 0.723 0 0 0 0 0 0
0 0.74 0 0 0 0 0 0
0 0.757 0 0 0 0 0 0
0 0.774 0 0 0 0 0 0
0 0.79 0 0 0 0 0 0
0 0.807 0 0 0 0 0 0
0 0.824 0 0 0 0 0 0
0 0.843 0 0 0 0 0 0
0 0.86 0 0 0 0 0 0
0 0.877 0 0 0 0 0 0
0 0.893 0 0 0 0 0 0
0 0.951 0 0 0 0 0 0
0 0.969 0 0 0 0 0 0
0 0.987 0 0 0 0 0 0
