ID TIME n private balances
4 1786976133.746 0 {} {}
4 1786976133.746 0 None {}
4 1786976133.746 3 None {'2': 0, '0': 0, '3': 0, '1': 0}
4 1786976133.746 5 None {'2': 2, '0': 0, '3': 0, '1': 0}
4 1786976133.747 9 None {'2': 2, '0': 0, '3': 1, '1': 0, '4': 0}
