ID TIME n private balances
5 1787161379.658 0 {} {}
5 1787161379.658 0 None {}
5 1787161379.658 1 None {'4': 0}
5 1787161379.658 2 None {'4': 0, '3': 0}
5 1787161379.659 3 None {'4': 0, '3': 0, '2': 0}
5 1787161379.659 4 None {'4': 0, '3': 0, '2': 0}
5 1787161379.659 5 None {'4': 0, '3': 0, '2': 0, '1': 0}
5 1787161379.659 6 None {'4': 0, '3': 0, '2': 0, '1': 0}
5 1787161379.659 7 None {'4': 0, '3': 0, '2': 0, '1': 0}
5 1787161379.659 8 None {'4': 0, '3': 0, '2': 0, '1': 0}
5 1787161379.659 9 None {'4': 0, '3': 0, '2': 0, '1': 0}
5 1787161379.659 10 None {'4': 0, '3': 0, '2': 0, '1': 0}
5 1787161379.659 11 None {'4': 0, '3': 0, '2': 0, '1': 0}
5 1787161379.659 12 None {'4': 0, '3': 0, '2': 0, '1': 0}
5 1787161379.659 13 None {'4': 0, '3': 0, '2': 0, '1': 0}
5 1787161379.66 14 None {'4': 0, '3': 0, '2': 0, '1': 0, '5': 0}
5 1787161379.66 15 None {'4': 0, '3': 0, '2': 0, '1': 0, '5': 0}
