ID TIME n private balances
5 1787161049.977 0 {} {}
5 1787161049.977 0 None {}
5 1787161049.977 1 None {'2': 0}
5 1787161049.977 2 None {'2': 0, '5': 0}
5 1787161049.977 3 None {'2': 0, '5': 0}
5 1787161049.978 4 None {'2': 0, '5': 0}
5 1787161049.978 5 None {'2': 0, '5': 0, '3': 0}
5 1787161049.978 6 None {'2': 0, '5': 0, '3': 0}
5 1787161049.978 7 None {'2': 0, '5': 0, '3': 0}
5 1787161049.978 8 None {'2': 0, '5': 0, '3': 0}
5 1787161049.978 9 None {'2': 0, '5': 0, '3': 0}
5 1787161049.978 10 None {'2': 0, '5': 0, '3': 0}
5 1787161049.978 11 None {'2': 0, '5': 0, '3': 0}
5 1787161049.978 12 None {'2': 0, '5': 0, '3': 0, '1': 0}
5 1787161049.978 13 None {'2': 0, '5': 0, '3': 0, '1': 0}
5 1787161049.978 14 None {'2': 0, '5': 0, '3': 0, '1': 0}
5 1787161049.979 15 None {'2': 0, '5': 0, '3': 0, '1': 0}
5 1787161049.979 16 None {'2': 0, '5': 0, '3': 0, '1': 0}
5 1787161049.979 17 None {'2': 0, '5': 0, '3': 0, '1': 0}
5 1787161049.979 18 None {'2': 0, '5': 0, '3': 0, '1': 0}
5 1787161049.979 19 None {'2': 0, '5': 0, '3': 0, '1': 0}
5 1787161049.979 20 None {'2': 0, '5': 0, '3': 0, '1': 0}
5 1787161049.979 21 None {'2': 0, '5': 0, '3': 0, '1': 0}
