ID TIME n private balances
3 1786984330.368 0 {} {}
3 1786984330.368 0 None {}
3 1786984330.368 5 None {'4': 0, '0': 0, '2': 0, '3': 0, '1': 0}
3 1786984330.368 6 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
3 1786984330.368 11 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
3 1786984330.368 15 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 4}
3 1786984330.368 19 None {'4': 7, '0': 0, '2': 0, '3': 0, '1': 4}
3 1786984330.368 22 None {'4': 7, '0': 0, '2': 0, '3': 0, '1': 7}
3 1786984330.368 27 None {'4': 7, '0': 0, '2': 0, '3': 2, '1': 7}
3 1786984330.368 30 None {'4': 7, '0': 0, '2': 0, '3': 6, '1': 7}
3 1786984330.369 36 None {'4': 7, '0': 0, '2': 0, '3': 6, '1': 9}
3 1786984330.369 40 None {'4': 7, '0': 0, '2': 5, '3': 6, '1': 9}
