ID TIME n private balances
1 1787161116.656 0 {} {}
1 1787161116.656 0 None {}
1 1787161116.656 1 None {'3': 0}
1 1787161116.656 2 None {'3': 0, '5': 0}
1 1787161116.656 3 None {'3': 0, '5': 0}
1 1787161116.656 4 None {'3': 0, '5': 0, '1': 0}
1 1787161116.656 5 None {'3': 0, '5': 0, '1': 0}
1 1787161116.656 6 None {'3': 0, '5': 0, '1': 0}
1 1787161116.656 7 None {'3': 0, '5': 0, '1': 0, '2': 0}
1 1787161116.656 8 None {'3': 0, '5': 0, '1': 0, '2': 0}
1 1787161116.656 9 None {'3': 0, '5': 0, '1': 0, '2': 0}
1 1787161116.656 10 None {'3': 0, '5': 0, '1': 0, '2': 0}
1 1787161116.656 11 None {'3': 0, '5': 0, '1': 0, '2': 0}
1 1787161116.656 12 None {'3': 0, '5': 0, '1': 0, '2': 0}
1 1787161116.656 13 None {'3': 0, '5': 0, '1': 0, '2': 0}
1 1787161116.656 14 None {'3': 0, '5': 0, '1': 0, '2': 0}
1 1787161116.656 15 None {'3': 0, '5': 0, '1': 0, '2': 0}
