ID TIME EVENT X Y XMIN XMAX YMIN YMAX
1 0.015 ENTER 1.56 1.709 -0.175 2.138 -0.175 2.138
1 116.42 EXIT 0.941 1.021 -0.175 2.138 -0.175 2.138
1 123.263 ENTER 0.912 1.054 -0.175 2.138 -0.175 2.138
1 125.313 EXIT 0.935 1.026 -0.175 2.138 -0.175 2.138
1 134.586 ENTER 0.911 1.061 -0.175 2.138 -0.175 2.138
1 136.333 EXIT 0.927 1.033 -0.175 2.138 -0.175 2.138
1 144.882 ENTER 0.959 1.005 -0.175 2.138 -0.175 2.138
1 161.935 EXIT 1.011 0.949 -0.175 2.138 -0.175 2.138
1 167.481 ENTER 0.956 1.012 -0.175 2.138 -0.175 2.138
1 301.885 EXIT 1.052 0.903 -0.175 2.138 -0.175 2.138
