ID TIME ROBOT_ID QLTY QTTY TOTAL
0 12.051 4 blue 8
0 14.591 11 blue 32
0 15.736 9 blue 40
0 19.427 16 blue 48
0 22.047 8 blue 56
0 24.972 20 blue 64
0 27.298 12 blue 72
0 29.188 3 blue 80
0 32.175 7 blue 104
0 35.54 14 blue 112
0 38.876 16 blue 120
0 41.881 10 blue 128
0 46.235 13 blue 144
0 50.262 4 blue 160
0 51.61 12 blue 168
0 54.064 14 blue 188
0 58.476 6 blue 204
0 60.19 18 blue 212
0 61.205 17 blue 220
0 64.232 2 blue 228
0 66.259 10 blue 243
0 68.5 15 blue 251
0 75.377 20 blue 259
0 78.717 5 blue 275
0 80.551 7 blue 283
0 81.833 12 blue 305
0 83.21 6 blue 313
0 87.318 15 blue 321
0 88.349 19 blue 329
0 93.648 2 blue 337
0 95.293 16 blue 352
0 99.747 14 blue 360
0 102.523 18 blue 387
0 106.314 15 blue 394
0 108.155 9 blue 402
0 111.239 19 blue 410
0 114.832 1 blue 418
0 118.004 10 blue 426
0 119.466 17 blue 442
0 122.116 2 blue 466
0 127.688 4 blue 474
0 128.897 11 blue 481
0 132.192 13 blue 489
0 133.238 9 blue 496
0 137.258 14 blue 520
0 138.515 16 blue 528
0 140.872 7 blue 535
0 143.44 3 blue 543
0 149.548 12 blue 557
0 161.308 18 blue 571
0 165.243 17 blue 595
0 168.606 15 blue 598
0 170.128 1 blue 606
0 171.549 3 blue 622
0 177.133 16 blue 637
0 179.52 9 blue 645
0 185.539 2 blue 653
0 187.326 11 blue 669
0 192.521 14 blue 676
0 195.851 5 blue 684
0 197.734 18 blue 700
0 201.341 4 blue 708
0 205.178 1 blue 714
0 207.678 15 blue 730
0 213.834 19 blue 754
0 217.124 2 blue 770
0 222.973 12 blue 786
0 224.023 13 blue 800
0 225.241 18 blue 816
0 230.38 9 blue 824
0 232.459 7 blue 848
0 235.824 1 blue 856
0 237.2 19 blue 864
0 241.215 3 blue 880
0 245.328 20 blue 888
0 247.398 8 blue 904
0 252.116 4 blue 928
0 254.23 18 blue 936
0 256.476 9 blue 944
0 257.522 5 blue 952
0 259.803 17 blue 974
0 265.11 7 blue 990
0 270.602 20 blue 998
0 272.55 6 blue 1014
0 276.957 11 blue 1027
0 277.988 19 blue 1042
0 280.991 8 blue 1049
0 288.21 16 blue 1057
0 293.299 1 blue 1073
0 296.112 15 blue 1081
0 298.156 9 blue 1096
0 302.201 10 blue 1104
0 304.277 4 blue 1110
0 312.706 3 blue 1118
0 315.367 16 blue 1124
0 317.718 11 blue 1132
0 321.037 2 blue 1137
0 324.583 13 blue 1153
0 326.165 12 blue 1161
0 328.641 19 blue 1169
0 329.969 9 blue 1177
0 334.203 5 blue 1185
0 338.736 18 blue 1201
0 341.589 15 blue 1209
0 344.207 7 blue 1215
0 349.793 4 blue 1223
0 363.47 11 blue 1245
0 366.27 16 blue 1253
0 368.851 18 blue 1258
